id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,ปป,inventory_line_id/product_qty,inventory_line_id/product_uom
physical_inventory_floor1_count6,นับสต๊อกกระดาษ ชั้น 1 วันที่ 13-Aug-13,สาทร ชั้น 1,product_P-CWF-008,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีฟ้า ,420,ห่อ
,,สาทร ชั้น 1,product_P-CWF-013,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีส้ม ,118,ห่อ
,,สาทร ชั้น 1,product_P-CWF-014,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีครีม ,878,ห่อ
,,สาทร ชั้น 1,product_P-CWF-009,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีชมพู ,412,ห่อ
,,สาทร ชั้น 1,product_P-CWF-012,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีม่วง ,291,ห่อ
,,สาทร ชั้น 1,product_P-CWF-010,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีเขียว ,92,ห่อ
,,สาทร ชั้น 1,product_P-CWF-011,กระดาษการ์ดสี A4 120แกรม 180แผ่น สีเหลือง ,232,ห่อ
,,สาทร ชั้น 1,product_P-CWF-015,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีฟ้า ,1009,ห่อ
,,สาทร ชั้น 1,product_P-CWF-020,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีส้ม ,284,ห่อ
,,สาทร ชั้น 1,product_P-CWF-021,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีครีม ,578,ห่อ
,,สาทร ชั้น 1,product_P-CWF-016,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีชมพู ,395,ห่อ
,,สาทร ชั้น 1,product_P-CWF-019,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีม่วง ,470,ห่อ
,,สาทร ชั้น 1,product_P-CWF-017,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีเขียว ,449,ห่อ
,,สาทร ชั้น 1,product_P-CWF-018,กระดาษการ์ดสี A4 120แกรม 200แผ่น สีเหลือง ,544,ห่อ
,,สาทร ชั้น 1,product_P-CWF-001,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีฟ้า ,400,ห่อ
,,สาทร ชั้น 1,product_P-CWF-006,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีส้ม ,30,ห่อ
,,สาทร ชั้น 1,product_P-CWF-007,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีครีม ,20,ห่อ
,,สาทร ชั้น 1,product_P-CWF-002,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีชมพู ,300,ห่อ
,,สาทร ชั้น 1,product_P-CWF-005,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีม่วง ,30,ห่อ
,,สาทร ชั้น 1,product_P-CWF-003,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีเขียว ,350,ห่อ
,,สาทร ชั้น 1,product_P-CWF-004,กระดาษการ์ดสี A4 120แกรม 50แผ่น สีเหลือง ,0,ห่อ
,,สาทร ชั้น 1,product_P-CWF-022,กระดาษการ์ดสี A4 150แกรม 180แผ่น สีฟ้า ,3,ห่อ
,,สาทร ชั้น 1,product_P-CWF-023,กระดาษการ์ดสี A4 150แกรม 180แผ่น สีชมพู ,0,ห่อ
,,สาทร ชั้น 1,product_P-CWF-024,กระดาษการ์ดสี A4 150แกรม 180แผ่น สีเขียว ,10,ห่อ
,,สาทร ชั้น 1,product_P-CWF-025,กระดาษการ์ดสี A4 150แกรม 180แผ่น สีเหลือง ,0,ห่อ
,,สาทร ชั้น 1,product_P-CWF-026,กระดาษการ์ดสี A4 150แกรม 200แผ่น สีฟ้า ,205,ห่อ
,,สาทร ชั้น 1,product_P-CWF-027,กระดาษการ์ดสี A4 150แกรม 200แผ่น สีชมพู ,0,ห่อ
,,สาทร ชั้น 1,product_P-CWF-028,กระดาษการ์ดสี A4 150แกรม 200แผ่น สีเขียว ,17,ห่อ
,,สาทร ชั้น 1,product_P-CWF-029,กระดาษการ์ดสี A4 150แกรม 200แผ่น สีเหลือง ,134,ห่อ
,,สาทร ชั้น 1,product_235301,Q-BIZ กระดาษการ์ดสีครีม 110g A4 100 ผ. ,120,ห่อ
,,สาทร ชั้น 1,product_235302,Q-BIZ กระดาษการ์ดสีม่วง 110g A4 100 ผ. ,860,ห่อ
,,สาทร ชั้น 1,product_95056,Q-BIZ กระดาษการ์ดสี 110g A4 200 ผ. (คละสี),600,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-70G-300S,กระดาษถ่ายเอกสาร A4 70แกรม 300แผ่น Venus,404,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-70G-500S-IDEAMAX,กระดาษถ่ายเอกสาร A4 70แกรม 500แผ่น Idea max,310,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-70G-500S-PPC,กระดาษถ่ายเอกสาร A4 70แกรม 500แผ่น PPC,450,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-70G-500S,กระดาษถ่ายเอกสาร A4 70แกรม 500แผ่น Venus,35,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-80G-300S,กระดาษถ่ายเอกสาร A4 80แกรม 300แผ่น Venus,585,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-80G-500S-IDEAWORK,กระดาษถ่ายเอกสาร A4 80แกรม 500แผ่น Idea work,470,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-80G-500S-PPC,กระดาษถ่ายเอกสาร A4 80แกรม 500แผ่น PPC,195,ห่อ
,,สาทร ชั้น 1,product_P-PC-A4-80G-500S,กระดาษถ่ายเอกสาร A4 80แกรม 500แผ่น Venus,480,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-034,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 100แผ่น เบอร์18สีโอรส,70,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-035,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 100แผ่น เบอร์19สีส้ม,90,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-036,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 100แผ่น เบอร์20สีเขียว,90,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-037,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 100แผ่น เบอร์21สีเหลือง,71,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-017,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์1สีฟ้าเข้ม,8,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-026,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์10สีม่วง,191,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-027,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์11สีไข่ไก่,251,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-028,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์12สีเหลืองเข้ม,500,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-029,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์13สีฟ้า,164,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-030,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์14สีเขียว,148,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-031,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์15สีส้ม,251,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-032,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์16สีแดง,586,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-038,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 500แผ่น เบอร์17สีชมพู,0,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-039,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 500แผ่น เบอร์18สีโอรส,80,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-040,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 500แผ่น เบอร์19สีส้ม,182,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-018,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์2สีเขียวเข้ม,0,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-041,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 500แผ่น เบอร์20สีเขียว,0,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-042,กระดาษถ่ายเอกสารสีสะท้อนแสง A4 80แกรม 500แผ่น เบอร์21สีเหลือง,189,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-019,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์3สีเหลือง,0,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-020,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์4สีชมพูเข้ม,279,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-021,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์5สีชมพูอ่อน,237,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-022,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์6สีฟ้าอ่อน,158,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-023,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์7สีครีม,251,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-024,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์8สีเขียวอ่อน,65,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-025,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น เบอร์9สีส้มโอรส,104,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-001,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์1สีฟ้าเข้ม,306,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-010,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์10สีม่วง,0,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-011,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์11สีไข่ไก่,220,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-012,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์12สีเหลืองเข้ม,185,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-013,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์13สีฟ้า,45,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-014,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์14สีเขียว,114,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-015,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์15สีส้ม,0,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-016,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์16สีแดง,65,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-002,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์2สีเขียวเข้ม,136,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-003,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์3สีเหลือง,180,ห่อ
,,สาทร ชั้น 1,product_P-PCWF-004,กระดาษถ่ายเอกสารสี A4 80แกรม 50แผ่น เบอร์4สีชมพูเข้ม,590,ห่อ
