id,name,partner_id,brand_id,description_sale,description_purchase,product_main_code,active,product_sub_code,partner_barcode,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,cover_unit_price,categ_id,uom_id,uom_po_id,uom_so_id,paper_size_id,paper_grams_id,paper_nums_id,paper_binding_id,product_pack_id,description,valuation,uos_id,uos_coeff,qty_available
product_63_182505,สมุดบันทึก OFM 70g 5/100แผ่น P2 ,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา (HQ),,,,182505,TRUE,,8851419017330,TRUE,FALSE,Stockable Product,Make to Stock,Buy,40.5,Standard Price,0,0,สมุดปกแข็งมุมมัน,เล่ม,เล่ม,ห่อ/2,,,,,1*2,,Real Time (automated),,,
product_63_227851,สมุดวาดเขียนสันห่วง A4 100g 30s D-DWF-A430100,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา (HQ),,,,227851,TRUE,,8851419017385,TRUE,FALSE,Stockable Product,Make to Stock,Buy,18.76,Standard Price,0,0,สมุดวาดเขียน,เล่ม,เล่ม,เล่ม,,,,,1*1,,Real Time (automated),,,
product_63_182383,บัตรตอกเวลา OFM #AMANO,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา (HQ),,,,182383,TRUE,,8851419017255,TRUE,FALSE,Stockable Product,Make to Stock,Buy,48,Standard Price,0,0,บัตรลงเวลา,ห่อ,ห่อ,ห่อ,,,,,1*1,,Real Time (automated),,,
product_63_P-P01,กระดาษถ่ายเอกสารสี A4 80แกรม 500แผ่น คละสี,,,,,P-P01,TRUE,,,TRUE,FALSE,Stockable Product,Make to Stock,Buy,127,Standard Price,0,0,กระดาษถ่ายเอกสารสี,ห่อ,ห่อ,ห่อ,,,,,1*1,,Real Time (automated),,,
product_63_P-C01,กระดาษการ์ดสี A4 120แกรม 180แผ่น คละสี ,,,,,P-C01,TRUE,,,TRUE,FALSE,Stockable Product,Make to Stock,Buy,69,Standard Price,0,0,กระดาษการ์ดสี,ห่อ,ห่อ,ห่อ,,,,,1*1,,Real Time (automated),,,
