id,name,partner_id,brand_id,description_sale,description_purchase,product_main_code,active,product_sub_code,partner_barcode,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,cover_unit_price,categ_id,uom_id,uom_po_id,uom_so_id,paper_size_id,paper_grams_id,paper_nums_id,paper_binding_id,product_pack_id,description,valuation,uos_id,uos_coeff,qty_available
product_3437885,เทสโก้ สมุดปกอ่อนเย็บลวด34s70g-SL-เขียว,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437885,TRUE,,8851419018160,TRUE,FALSE,Stockable Product,Make to Stock,Buy,6.4,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437891,TCสมุดปกแข็งสันห่วงA5/100s70g-SLเขียว,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437891,TRUE,,8851419018023,TRUE,FALSE,Stockable Product,Make to Stock,Buy,31.85,Standard Price,0,0,สมุดปกแข็งสันห่วง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437902,TCสมุดปกแข็งสันตรง A5/80s 70g-SL-เขียว,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437902,TRUE,,8851419018306,TRUE,FALSE,Stockable Product,Make to Stock,Buy,32,Standard Price,0,0,สมุดปกแข็งสันตรง/สันโค้ง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437919,เทสโก้ สมุดเย็บลวดB5/40s 60g-SL-เขียว,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437919,TRUE,,8851419018375,TRUE,FALSE,Stockable Product,Make to Stock,Buy,12.15,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437925,เทสโก้ สมุดฉีกรายงาน A4/50s 60g-SLเขียว,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437925,TRUE,,8851419018092,TRUE,FALSE,Stockable Product,Make to Stock,Buy,16.85,Standard Price,0,0,สมุดฉีกรายงาน,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437931,เทสโก้ สมุดปกอ่อนเย็บลวด34s70g-SL-ฟ้า,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437931,TRUE,,8851419018177,TRUE,FALSE,Stockable Product,Make to Stock,Buy,6.4,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437948,TCสมุดปกแข็งสันห่วงA5/100s70g-SL-ฟ้า,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437948,TRUE,,8851419018030,TRUE,FALSE,Stockable Product,Make to Stock,Buy,31.85,Standard Price,0,0,สมุดปกแข็งสันห่วง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437954,TCสมุดปกแข็งสันตรง A5/80s 70g-SL-ฟ้า,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437954,TRUE,,8851419018313,TRUE,FALSE,Stockable Product,Make to Stock,Buy,32,Standard Price,0,0,สมุดปกแข็งสันตรง/สันโค้ง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437960,เทสโก้ สมุดเย็บลวดB5/40s 60g-SL-ฟ้า,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437960,TRUE,,8851419018382,TRUE,FALSE,Stockable Product,Make to Stock,Buy,12.15,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437977,เทสโก้ สมุดฉีกรายงาน A4/50s 60g-SL-ฟ้า,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437977,TRUE,,8851419018108,TRUE,FALSE,Stockable Product,Make to Stock,Buy,16.85,Standard Price,0,0,สมุดฉีกรายงาน,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437983,เทสโก้ สมุดปกอ่อนเย็บลวด34s70g-SL-เทา,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437983,TRUE,,8851419018184,TRUE,FALSE,Stockable Product,Make to Stock,Buy,6.4,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3437998,TCสมุดปกแข็งสันห่วงA5/100s70g-SL-เทา,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3437998,TRUE,,8851419018047,TRUE,FALSE,Stockable Product,Make to Stock,Buy,31.85,Standard Price,0,0,สมุดปกแข็งสันห่วง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438008,TCสมุดปกแข็งสันตรง A5/80s 70g-SL-เทา,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438008,TRUE,,8851419018320,TRUE,FALSE,Stockable Product,Make to Stock,Buy,32,Standard Price,0,0,สมุดปกแข็งสันตรง/สันโค้ง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438014,เทสโก้ สมุดเย็บลวดB5/40s 60g-SL-เทา,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438014,TRUE,,8851419018399,TRUE,FALSE,Stockable Product,Make to Stock,Buy,12.15,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438020,เทสโก้ สมุดฉีกรายงาน A4/50s 60g-SL-เทา,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438020,TRUE,,8851419018115,TRUE,FALSE,Stockable Product,Make to Stock,Buy,16.85,Standard Price,0,0,สมุดฉีกรายงาน,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438037,เทสโก้ สมุดปกอ่อนเย็บลวด34s70g-SL-เหลือง,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438037,TRUE,,8851419018191,TRUE,FALSE,Stockable Product,Make to Stock,Buy,6.4,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438043,TCสมุดปกแข็งสันห่วงA5/100s70g-SLเหลือง,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438043,TRUE,,8851419018054,TRUE,FALSE,Stockable Product,Make to Stock,Buy,31.85,Standard Price,0,0,สมุดปกแข็งสันห่วง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438058,TCสมุดปกแข็งสันตรง A5/80s 70g-SL-เหลือง,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438058,TRUE,,8851419018337,TRUE,FALSE,Stockable Product,Make to Stock,Buy,32,Standard Price,0,0,สมุดปกแข็งสันตรง/สันโค้ง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438066,เทสโก้ สมุดเย็บลวดB5/40s 60g-SL-เหลือง,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438066,TRUE,,8851419018405,TRUE,FALSE,Stockable Product,Make to Stock,Buy,12.15,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438072,เทสโก้ สมุดฉีกรายงาน A4/50s 60g-SLเหลือง,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438072,TRUE,,8851419018122,TRUE,FALSE,Stockable Product,Make to Stock,Buy,16.85,Standard Price,0,0,สมุดฉีกรายงาน,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438089,เทสโก้ สมุดปกอ่อนเย็บลวด34s70g-SL-ชมพู,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438089,TRUE,,8851419018214,TRUE,FALSE,Stockable Product,Make to Stock,Buy,6.4,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438095,TCสมุดปกแข็งสันห่วงA5/100s70g-SL-ชมพู,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438095,TRUE,,8851419018078,TRUE,FALSE,Stockable Product,Make to Stock,Buy,31.85,Standard Price,0,0,สมุดปกแข็งสันห่วง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438106,TCสมุดปกแข็งสันตรง A5/80s 70g-SL-ชมพู,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438106,TRUE,,8851419018351,TRUE,FALSE,Stockable Product,Make to Stock,Buy,32,Standard Price,0,0,สมุดปกแข็งสันตรง/สันโค้ง,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438112,เทสโก้ สมุดเย็บลวดB5/40s 60g-SL-ชมพู,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438112,TRUE,,8851419018429,TRUE,FALSE,Stockable Product,Make to Stock,Buy,12.15,Standard Price,0,0,สมุดปกแฟนซีเย็บลวด,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
product_3438129,เทสโก้ สมุดฉีกรายงาน A4/50s 60g-SL-ชมพู,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด,,,,3438129,TRUE,,8851419018146,TRUE,FALSE,Stockable Product,Make to Stock,Buy,16.85,Standard Price,0,0,สมุดฉีกรายงาน,เล่ม,เล่ม,หีบ/12,,,,,1*12,,Real Time (automated),,,
