id,name,brand_id,description_sale,description_purchase,product_main_code,product_sub_code,ean13,old_product_code,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,cover_unit_price,categ_id,uom_id,uom_po_id,paper_size_id,paper_grams_id,paper_nums_id,paper_binding_id,product_pack_id,description,valuation,uos_id,uos_coeff,qty_available
mh_product_197,กระดาษแข็ง เบอร์ 10,,,,PAB10196,,,12-014,TRUE,TRUE,Stockable Product,Make to Stock,Buy,560.75,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,90,,1*1,,Real Time (automated),,,
mh_product_198,กระดาษแข็ง เบอร์ 12,,,,PAB10197,,,12-015,TRUE,TRUE,Stockable Product,Make to Stock,Buy,560.75,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,75,,1*1,,Real Time (automated),,,
mh_product_199,กระดาษแข็ง เบอร์ 16,,,,PAB10198,,,12-016,TRUE,TRUE,Stockable Product,Make to Stock,Buy,593.46,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,55,,1*1,,Real Time (automated),,,
mh_product_200,กระดาษแข็ง เบอร์ 20,,,,PAB10199,,,12-017,TRUE,TRUE,Stockable Product,Make to Stock,Buy,640.19,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,45,,1*1,,Real Time (automated),,,
mh_product_201,กระดาษแข็ง เบอร์ 24,,,,PAB10200,,,12-018,TRUE,TRUE,Stockable Product,Make to Stock,Buy,640.19,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,37,,1*1,,Real Time (automated),,,
mh_product_202,กระดาษแข็ง เบอร์ 32,,,,PAB10201,,,12-019,TRUE,TRUE,Stockable Product,Make to Stock,Buy,640.19,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,27,,1*1,,Real Time (automated),,,
mh_product_203,กระดาษแข็ง เบอร์ 8,เกรด B,,,PAB10202,,,12-053,TRUE,TRUE,Stockable Product,Make to Stock,Buy,439.25,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,110,,1*1,,Real Time (automated),,,
mh_product_204,กระดาษแข็ง เบอร์ 10,เกรด B,,,PAB10203,,,12-054,TRUE,TRUE,Stockable Product,Make to Stock,Buy,439.25,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,90,,1*1,,Real Time (automated),,,
mh_product_205,กระดาษแข็ง เบอร์ 12,เกรด B,,,PAB10204,,,12-055,TRUE,TRUE,Stockable Product,Make to Stock,Buy,439.25,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,75,,1*1,,Real Time (automated),,,
mh_product_206,กระดาษแข็ง เบอร์ 16,เกรด B,,,PAB10205,,,12-056,TRUE,TRUE,Stockable Product,Make to Stock,Buy,448.6,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,55,,1*1,,Real Time (automated),,,
mh_product_207,กระดาษแข็ง เบอร์ 20,เกรด B,,,PAB10206,,,12-057,TRUE,TRUE,Stockable Product,Make to Stock,Buy,481.31,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,45,,1*1,,Real Time (automated),,,
mh_product_208,กระดาษแข็ง เบอร์ 24,เกรด B,,,PAB10207,,,12-058,TRUE,TRUE,Stockable Product,Make to Stock,Buy,481.31,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,37,,1*1,,Real Time (automated),,,
mh_product_209,กระดาษแข็ง เบอร์ 32,เกรด B,,,PAB10208,,,12-059,TRUE,TRUE,Stockable Product,Make to Stock,Buy,490.65,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,27,,1*1,,Real Time (automated),,,
mh_product_210,กระดาษปอนด์ขาว 60 แกรม,,,,PAN10209,,,12-009,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1074.77,Standard Price,0,,กระดาษปอนด์ขาว,รีม,รีม,31*43,60,500,,,,Real Time (automated),,,
mh_product_211,กระดาษปอนด์ขาว 70 แกรม,,,,PAN10210,,,12-010,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1196.26,Standard Price,0,,กระดาษปอนด์ขาว,รีม,รีม,31*43,70,500,,,,Real Time (automated),,,
mh_product_212,กระดาษปอนด์ขาว 80 แกรม,,,,PAN10211,,,12-011,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1383.18,Standard Price,0,,กระดาษปอนด์ขาว,รีม,รีม,31*43,80,500,,,,Real Time (automated),,,
mh_product_213,กระดาษปอนด์ขาว 100 แกรม,,,,PAN10212,,,12-012,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1752.34,Standard Price,0,,กระดาษปอนด์ขาว,รีม,รีม,31*43,100,500,,,,Real Time (automated),,,
mh_product_214,กระดาษน้ำตาล 110 แกรม 35*47 นิ้ว,เกรด A,,,PAH10213,,,12-029,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1331.78,Standard Price,0,,กระดาษน้ำตาล,รีม,รีม,35*47 นิ้ว,110,500,,,,Real Time (automated),,,
mh_product_215,กระดาษปรู๊ฟขาว,,,,PAM10214,,,12-030,TRUE,TRUE,Stockable Product,Make to Stock,Buy,0,Standard Price,0,,กระดาษปรู๊ฟขาว,รีม,รีม,31*43 นิ้ว,47,500,,,,Real Time (automated),,,
mh_product_216,กระดาษห่อของขวัญ,,,,PAT10215,,,13-100,TRUE,TRUE,Stockable Product,Make to Stock,Buy,0,Standard Price,0,,กระดาษห่อของขวัญ,รีม,รีม,,80,500,,,,Real Time (automated),,,
mh_product_217,กระดาษห่อของขวัญ,,,,PAT10216,,,,FALSE,TRUE,Stockable Product,Make to Stock,Buy,0,Standard Price,0,,กระดาษห่อของขวัญ,รีม,รีม,,80,500,,,,Real Time (automated),,,
mh_product_218,กระดาษห่อของขวัญ,,,,PAT10217,,,,FALSE,TRUE,Stockable Product,Make to Stock,Buy,0,Standard Price,0,,กระดาษห่อของขวัญ,รีม,รีม,,80,500,,,,Real Time (automated),,,
mh_product_219,กระดาษห่อของขวัญ คละลาย,,,,PAT10218,,,,FALSE,TRUE,Stockable Product,Make to Stock,Buy,0,Standard Price,0,,กระดาษห่อของขวัญ,รีม,รีม,,80,500,,1*100ผ.*5 ห่อ,,Real Time (automated),,,
mh_product_220,สมุดบัญชีเนื้อขาว 2 ช่องเดี่ยว 5/50,,,,LTO10219,,,04-015,TRUE,TRUE,Stockable Product,Make to Stock,Buy,602.8,Standard Price,0,80,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_221,สมุดบัญชีเนื้อขาว 2 ช่องเดี่ยว 5/100,,,,LTO10220,,,04-016,TRUE,TRUE,Stockable Product,Make to Stock,Buy,948.6,Standard Price,0,125,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_222,สมุดบัญชีเนื้อขาว 2 ช่องเดี่ยว 5/150,,,,LTO10221,,,04-017,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1518.69,Standard Price,0,200,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,150,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_223,สมุดบัญชีเนื้อขาว 2 ช่องเดี่ยว 5/200,,,,LTO10222,,,04-018,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1906.54,Standard Price,0,250,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,200,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_224,สมุดบัญชีเนื้อขาว 2 ช่องคู่ 5/50,,,,LTO10223,,,04-011,TRUE,TRUE,Stockable Product,Make to Stock,Buy,602.8,Standard Price,0,80,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_225,สมุดบัญชีเนื้อขาว 2 ช่องคู่ 5/100,,,,LTO10224,,,04-012,TRUE,TRUE,Stockable Product,Make to Stock,Buy,948.6,Standard Price,0,125,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_226,สมุดบัญชีเนื้อขาว 2 ช่องคู่ 5/150,,,,LTO10225,,,04-013,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1518.69,Standard Price,0,200,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,150,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_227,สมุดบัญชีเนื้อขาว 2 ช่องคู่ 5/200,,,,LTO10226,,,04-014,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1906.54,Standard Price,0,250,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,200,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_228,สมุดบัญชีเนื้อขาว 2 ช่องเดี่ยว 8/50,,,,LTO10227,,,04-003,TRUE,TRUE,Stockable Product,Make to Stock,Buy,518.69,Standard Price,0,65,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_229,สมุดบัญชีเนื้อขาว 2 ช่องเดี่ยว 8/100,,,,LTO10228,,,04-004,TRUE,TRUE,Stockable Product,Make to Stock,Buy,799.07,Standard Price,0,105,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_230,สมุดบัญชีเนื้อขาว 2 ช่องคู่ 8/50,,,,LTO10229,,,04-001,TRUE,TRUE,Stockable Product,Make to Stock,Buy,518.69,Standard Price,0,65,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,50,เย็บเชือก/ปกแข็ง,1*12,,Real Time (automated),,,
mh_product_231,สมุดบัญชีเนื้อขาว 2 ช่องคู่ 8/100,,,,LTO10230,,,04-002,TRUE,TRUE,Stockable Product,Make to Stock,Buy,799.07,Standard Price,0,105,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,100,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_232,สมุดบัญชีเนื้อขาว 3 ช่องเดี่ยว 5/50,,,,LTO10231,,,04-023,TRUE,TRUE,Stockable Product,Make to Stock,Buy,602.8,Standard Price,0,80,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_233,สมุดบัญชีเนื้อขาว 3 ช่องเดี่ยว 5/100,,,,LTO10232,,,04-024,TRUE,TRUE,Stockable Product,Make to Stock,Buy,948.6,Standard Price,0,125,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_234,สมุดบัญชีเนื้อขาว 3 ช่องเดี่ยว 5/150,,,,LTO10233,,,04-025,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1518.69,Standard Price,0,200,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,150,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_235,สมุดบัญชีเนื้อขาว 3 ช่องเดี่ยว 5/200,,,,LTO10234,,,04-026,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1906.54,Standard Price,0,250,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,200,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_236,สมุดบัญชีเนื้อขาว 3 ช่องคู่ 5/50,,,,LTO10235,,,04-019,TRUE,TRUE,Stockable Product,Make to Stock,Buy,602.8,Standard Price,0,80,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_237,สมุดบัญชีเนื้อขาว 3 ช่องคู่ 5/100,,,,LTO10236,,,04-020,TRUE,TRUE,Stockable Product,Make to Stock,Buy,948.6,Standard Price,0,125,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_238,สมุดบัญชีเนื้อขาว 3 ช่องคู่ 5/150,,,,LTO10237,,,04-021,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1518.69,Standard Price,0,200,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,150,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_239,สมุดบัญชีเนื้อขาว 3 ช่องคู่ 5/200,,,,LTO10238,,,04-022,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1906.54,Standard Price,0,250,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,200,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_240,สมุดบัญชีเนื้อขาว 3 ช่องเดี่ยว 8/50,,,,LTO10239,,,04-007,TRUE,TRUE,Stockable Product,Make to Stock,Buy,518.69,Standard Price,0,65,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_241,สมุดบัญชีเนื้อขาว 3 ช่องเดี่ยว 8/100,,,,LTO10240,,,04-008,TRUE,TRUE,Stockable Product,Make to Stock,Buy,799.07,Standard Price,0,105,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_242,สมุดบัญชีเนื้อขาว 3 ช่องคู่ 8/50,,,,LTO10241,,,04-005,TRUE,TRUE,Stockable Product,Make to Stock,Buy,518.69,Standard Price,0,65,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_243,สมุดบัญชีเนื้อขาว 3 ช่องคู่ 8/100,,,,LTO10242,,,04-006,TRUE,TRUE,Stockable Product,Make to Stock,Buy,799.07,Standard Price,0,105,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_244,สมุดบัญชีเนื้อขาว 4 ช่องเดี่ยว 5/50,,,,LTO10243,,,04-031,TRUE,TRUE,Stockable Product,Make to Stock,Buy,672.9,Standard Price,0,95,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_245,สมุดบัญชีเนื้อขาว 4 ช่องเดี่ยว 5/100,,,,LTO10244,,,04-032,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1006.54,Standard Price,0,140,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_246,สมุดบัญชีเนื้อขาว 4 ช่องคู่ 5/50,,,,LTO10245,,,04-027,TRUE,TRUE,Stockable Product,Make to Stock,Buy,672.9,Standard Price,0,95,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_247,สมุดบัญชีเนื้อขาว 4 ช่องคู่ 5/100,,,,LTO10246,,,04-028,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1006.54,Standard Price,0,140,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_248,สมุดบัญชีเนื้อขาว 5 ช่องเดี่ยว 5/50,,,,LTO10247,,,04-039,TRUE,TRUE,Stockable Product,Make to Stock,Buy,672.9,Standard Price,0,95,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_249,สมุดบัญชีเนื้อขาว 5 ช่องเดี่ยว 5/100,,,,LTO10248,,,04-040,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1006.54,Standard Price,0,140,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_250,สมุดบัญชีเนื้อขาว 5 ช่องคู่ 5/50,,,,LTO10249,,,04-035,TRUE,TRUE,Stockable Product,Make to Stock,Buy,672.9,Standard Price,0,95,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_251,สมุดบัญชีเนื้อขาว 5 ช่องคู่ 5/100,,,,LTO10250,,,04-036,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1006.54,Standard Price,0,140,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_252,สมุดบัญชีเนื้อขาว 8 ช่องคู่ 5/50,,,,LTO10251,,,04-043,TRUE,TRUE,Stockable Product,Make to Stock,Buy,672.9,Standard Price,0,95,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_253,สมุดบัญชีเนื้อขาว 8 ช่องคู่ 5/100,,,,LTO10252,,,04-044,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1006.54,Standard Price,0,140,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_254,สมุดบัญชีเนื้อขาว 10 ช่องคู่ 5/50,,,,LTO10253,,,04-047,TRUE,TRUE,Stockable Product,Make to Stock,Buy,672.9,Standard Price,0,95,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_255,สมุดบัญชีเนื้อขาว 10 ช่องคู่ 5/100,,,,LTO10254,,,04-048,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1006.54,Standard Price,0,140,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_256,สมุดบัญชีเนื้อขาว 10 ช่องคู่ 5/150,,,,LTO10255,,,04-049,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1635.51,Standard Price,0,230,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,150,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_257,สมุดบัญชีเนื้อขาว 10 ช่องคู่ 5/200,,,,LTO10256,,,04-050,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2002.8,Standard Price,0,275,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,200,เย็บเชือก/ปกแข็ง,1*3,,Real Time (automated),,,
mh_product_258,สมุดบัญชีเนื้อขาวแยกประเภท 5/50,,,,LTO10257,,,04-051,TRUE,TRUE,Stockable Product,Make to Stock,Buy,602.8,Standard Price,0,80,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_259,สมุดบัญชีเนื้อขาวแยกประเภท 5/100,,,,LTO10258,,,04-052,TRUE,TRUE,Stockable Product,Make to Stock,Buy,948.6,Standard Price,0,125,สมุดบัญชีเนื้อขาว,โหล,โหล,21*33,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_260,สมุดบัญชีเนื้อขาวแยกประเภท 8/50,,,,LTO10259,,,04-009,TRUE,TRUE,Stockable Product,Make to Stock,Buy,518.69,Standard Price,0,80,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_261,สมุดบัญชีเนื้อขาวแยกประเภท 8/100,,,,LTO10260,,,04-010,TRUE,TRUE,Stockable Product,Make to Stock,Buy,799.07,Standard Price,0,105,สมุดบัญชีเนื้อขาว,โหล,โหล,18*26,100,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_262,สมุดบัญชีเนื้อเขียว 2 ช่องคู่ 5/50,,,,NBL10261,,,06-001,TRUE,TRUE,Stockable Product,Make to Stock,Buy,887.85,Standard Price,0,125,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_263,สมุดบัญชีเนื้อเขียว 2 ช่องคู่ 5/100,,,,NBL10262,,,06-002,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1495.33,Standard Price,0,205,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_264,สมุดบัญชีเนื้อเขียว 3 ช่องเดี่ยว 5/50,,,,NBL10263,,,06-013,TRUE,TRUE,Stockable Product,Make to Stock,Buy,887.85,Standard Price,0,125,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_265,สมุดบัญชีเนื้อเขียว 3 ช่องเดี่ยว 5/100,,,,NBL10264,,,06-014,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1495.33,Standard Price,0,105,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_266,สมุดบัญชีเนื้อเขียว 3 ช่องคู่ 5/50,,,,NBL10265,,,06-009,TRUE,TRUE,Stockable Product,Make to Stock,Buy,887.85,Standard Price,0,125,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_267,สมุดบัญชีเนื้อเขียว 3 ช่องคู่ 5/100,,,,NBL10266,,,06-010,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1495.33,Standard Price,0,105,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_268,สมุดบัญชีเนื้อเขียว 10 ช่องคู่ 5/50,,,,NBL10267,,,06-037,TRUE,TRUE,Stockable Product,Make to Stock,Buy,887.85,Standard Price,0,95,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,50,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_269,สมุดบัญชีเนื้อเขียว 10 ช่องคู่ 5/100,,,,NBL10268,,,06-038,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1495.33,Standard Price,0,140,สมุดบัญชีเนื้อเขียว,โหล,โหล,21*33,110,100,เย็บเชือก/ปกแข็ง,1*6,,Real Time (automated),,,
mh_product_270,สมุดบัญชีเนื้อเขียว 12 ช่องคู่ 4/50,,,,NBL10269,,,06-049,TRUE,TRUE,Stockable Product,Make to Stock,Buy,177.57,Standard Price,0,300,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,27.5*38,110,50,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_271,สมุดบัญชีเนื้อเขียว 12 ช่องคู่ 4/100,,,,NBL10270,,,06-050,TRUE,TRUE,Stockable Product,Make to Stock,Buy,271.03,Standard Price,0,450,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,27.5*38,110,100,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_272,สมุดบัญชีเนื้อเขียว 12 ช่องคู่ 4/150,,,,NBL10271,,,06-051,TRUE,TRUE,Stockable Product,Make to Stock,Buy,420.56,Standard Price,0,700,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,27.5*38,110,150,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_273,สมุดบัญชีเนื้อเขียว 12 ช่องคู่ 4/200,,,,NBL10272,,,06-052,TRUE,TRUE,Stockable Product,Make to Stock,Buy,560.75,Standard Price,0,900,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,27.5*38,110,200,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_274,สมุดบัญชีเนื้อเขียว 14 ช่องคู่ 4/50,,,,NBL10273,,,06-053,TRUE,TRUE,Stockable Product,Make to Stock,Buy,177.57,Standard Price,0,300,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,27.5*38,110,50,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_275,สมุดบัญชีเนื้อเขียว 14 ช่องคู่ 4/100,,,,NBL10274,,,06-054,TRUE,TRUE,Stockable Product,Make to Stock,Buy,271.03,Standard Price,0,450,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,27.5*38,110,100,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_276,สมุดบัญชีเนื้อเขียว 16 ช่องคู่ 3/50,,,,NBL10275,,,06-061,TRUE,TRUE,Stockable Product,Make to Stock,Buy,242.99,Standard Price,0,400,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,50,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_277,สมุดบัญชีเนื้อเขียว 16 ช่องคู่ 3/100,,,,NBL10276,,,06-062,TRUE,TRUE,Stockable Product,Make to Stock,Buy,364.49,Standard Price,0,600,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,100,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_278,สมุดบัญชีเนื้อเขียว 18 ช่องคู่ 3/50,,,,NBL10277,,,06-065,TRUE,TRUE,Stockable Product,Make to Stock,Buy,242.99,Standard Price,0,400,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,50,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_279,สมุดบัญชีเนื้อเขียว 18 ช่องคู่ 3/100,,,,NBL10278,,,06-066,TRUE,TRUE,Stockable Product,Make to Stock,Buy,364.49,Standard Price,0,600,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,100,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_280,สมุดบัญชีเนื้อเขียว 21 ช่องคู่ 3/50,,,,NBL10279,,,06-069,TRUE,TRUE,Stockable Product,Make to Stock,Buy,242.99,Standard Price,0,400,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,50,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_281,สมุดบัญชีเนื้อเขียว 21 ช่องคู่ 3/100,,,,NBL10280,,,06-070,TRUE,TRUE,Stockable Product,Make to Stock,Buy,364.49,Standard Price,0,600,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,100,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_282,สมุดบัญชีเนื้อเขียว 21 ช่องคู่ 3/50 (A),,,,NBL10281,,,06-069,TRUE,TRUE,Stockable Product,Make to Stock,Buy,242.99,Standard Price,0,400,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,50,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
mh_product_283,สมุดบัญชีเนื้อเขียว 21 ช่องคู่ 3/100 (A),,,,NBL10282,,,06-070,TRUE,TRUE,Stockable Product,Make to Stock,Buy,364.49,Standard Price,0,600,สมุดบัญชีเนื้อเขียว,เล่ม,เล่ม,35.5*38.5,110,100,เย็บเชือก/ปกแข็ง,1*1,,Real Time (automated),,,
