id,name,brand_id,description_sale,description_purchase,product_main_code,product_sub_code,ean13,old_product_code,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,cover_unit_price,categ_id,uom_id,uom_po_id,paper_size_id,paper_grams_id,paper_nums_id,paper_binding_id,product_pack_id,description,valuation,uos_id,uos_coeff,qty_available
mh_product_99,กะดาษโรเนียวปรู๊ฟใน,Value,,,PAL10098,,,10-007,TRUE,TRUE,Stockable Product,Make to Stock,Buy,36.45,Standard Price,0,,กระดาษโรเนียว,รีม,รีม,ยาว,60,300,,1*1,,Real Time (automated),,,
mh_product_100,กะดาษโรเนียวปรู๊ฟใน,Value,,,PAL10099,,,10-043,TRUE,TRUE,Stockable Product,Make to Stock,Buy,59.81,Standard Price,0,,กระดาษโรเนียว,รีม,รีม,ยาว,60,500,,1*1,,Real Time (automated),,,
mh_product_101,กระดาษการ์ดสี,Venus,,,PAJ10100,,,11-049,TRUE,TRUE,Stockable Product,Make to Stock,Buy,22.43,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,120,50,,1*1,,Real Time (automated),,,
mh_product_102,กระดาษการ์ดสี,Venus,,,PAJ10101,,,11-001,TRUE,TRUE,Stockable Product,Make to Stock,Buy,64.49,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,120,180,,1*1,,Real Time (automated),,,
mh_product_103,กระดาษการ์ดสี,Venus,,,PAJ10102,,,11-005,TRUE,TRUE,Stockable Product,Make to Stock,Buy,71.96,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,120,200,,1*1,,Real Time (automated),,,
mh_product_104,กระดาษการ์ดสี (สีขาว),Venus,,,PAJ10103,,,11-056,TRUE,TRUE,Stockable Product,Make to Stock,Buy,50.47,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,125,100,,1*1,,Real Time (automated),,,
mh_product_105,กระดาษการ์ดสี,Venus,,,PAJ10104,,,11-003,TRUE,TRUE,Stockable Product,Make to Stock,Buy,89.72,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,150,180,,1*1,,Real Time (automated),,,
mh_product_106,กระดาษการ์ดสี,Venus,,,PAJ10105,,,11-007,TRUE,TRUE,Stockable Product,Make to Stock,Buy,98.13,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,150,200,,1*1,,Real Time (automated),,,
mh_product_107,กระดาษการ์ดสี (สีขาว),Venus,,,PAJ10106,,,11-057,TRUE,TRUE,Stockable Product,Make to Stock,Buy,55.14,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,160,100,,1*1,,Real Time (automated),,,
mh_product_108,กระดาษการ์ดสี,Venus,,,PAJ10107,,,11-011,TRUE,TRUE,Stockable Product,Make to Stock,Buy,87.85,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,180,100,,1*1,,Real Time (automated),,,
mh_product_109,กระดาษการ์ดสี,Venus,,,PAJ10108,,,11-012,TRUE,TRUE,Stockable Product,Make to Stock,Buy,100,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,A4,210,100,,1*1,,Real Time (automated),,,
mh_product_110,กระดาษการ์ดสี,Venus,,,PAJ10109,,,11-002,TRUE,TRUE,Stockable Product,Make to Stock,Buy,82.24,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,ยาว,120,180,,1*1,,Real Time (automated),,,
mh_product_111,กระดาษการ์ดสี,Venus,,,PAJ10110,,,11-006,TRUE,TRUE,Stockable Product,Make to Stock,Buy,90.65,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,ยาว,120,200,,1*1,,Real Time (automated),,,
mh_product_112,กระดาษการ์ดสี,Venus,,,PAJ10111,,,11-004,TRUE,TRUE,Stockable Product,Make to Stock,Buy,116.82,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,ยาว,150,180,,1*1,,Real Time (automated),,,
mh_product_113,กระดาษการ์ดสี,Venus,,,PAJ10112,,,11-008,TRUE,TRUE,Stockable Product,Make to Stock,Buy,128.04,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,ยาว,150,200,,1*1,,Real Time (automated),,,
mh_product_114,กระดาษการ์ดสี,Venus,,,PAJ10113,,,11-013,TRUE,TRUE,Stockable Product,Make to Stock,Buy,87.85,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,ยาว,180,100,,1*1,,Real Time (automated),,,
mh_product_115,กระดาษการ์ดสี,Venus,,,PAJ10114,,,11-014,TRUE,TRUE,Stockable Product,Make to Stock,Buy,100,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,ยาว,210,100,,1*1,,Real Time (automated),,,
mh_product_116,กระดาษการ์ดสีแผ่นใหญ่,Venus,,,PAJ10115,,,12-002,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2401.87,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,31*43 นิ้ว,120,500,,1*1,,Real Time (automated),,,
mh_product_117,กระดาษการ์ดสีตัด2 (แบ่งครึ่ง),Venus,,,PAJ10116,,,12-001,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1214.95,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,31*21.5 นิ้ว,120,500,,1*1,,Real Time (automated),,,
mh_product_118,กระดาษการ์ดสีแผ่นใหญ่,Venus,,,PAJ10117,,,12-004,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3392.52,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,31*43 นิ้ว,150,500,,1*1,,Real Time (automated),,,
mh_product_119,กระดาษการ์ดสีตัด2 (แบ่งครึ่ง),Venus,,,PAJ10118,,,12-003,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1710.28,Standard Price,0,,กระดาษการ์ดสี,รีม,รีม,31*21.5 นิ้ว,150,500,,1*1,,Real Time (automated),,,
mh_product_120,กระดาษแบงค์สี,Venus,,,PAK10119,,,11-016,TRUE,TRUE,Stockable Product,Make to Stock,Buy,58.41,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,A4,55,300,,1*1,,Real Time (automated),,,
mh_product_121,กระดาษแบงค์สี,Venus,,,PAK10120,,,11-009,TRUE,TRUE,Stockable Product,Make to Stock,Buy,76.64,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,A4,55,400,,1*1,,Real Time (automated),,,
mh_product_122,กระดาษแบงค์สี,Venus,,,PAK10121,,,11-018,TRUE,TRUE,Stockable Product,Make to Stock,Buy,94.39,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,A4,55,500,,1*1,,Real Time (automated),,,
mh_product_123,กระดาษแบงค์สี,Venus,,,PAK10122,,,11-017,TRUE,TRUE,Stockable Product,Make to Stock,Buy,75.7,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,ยาว,55,300,,1*1,,Real Time (automated),,,
mh_product_124,กระดาษแบงค์สี,Venus,,,PAK10123,,,11-010,TRUE,TRUE,Stockable Product,Make to Stock,Buy,99.07,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,ยาว,55,400,,1*1,,Real Time (automated),,,
mh_product_125,กระดาษแบงค์สี,Venus,,,PAK10124,,,11-019,TRUE,TRUE,Stockable Product,Make to Stock,Buy,120.56,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,ยาว,55,500,,1*1,,Real Time (automated),,,
mh_product_126,กระดาษแบงค์สี,,,,PAK10125,,,11-023,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1336.45,Standard Price,0,,กระดาษแบงค์สี,รีม,รีม,31*43,55,500,,1*1,,Real Time (automated),,,
mh_product_127,กระดาษโปสเตอร์อ่อน 1 หน้า,,,,PAQ10126,,,12-035,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2.43,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,100,100,,1*1,,Real Time (automated),,,
mh_product_128,กระดาษโปสเตอร์อ่อน 1 หน้าคละสี,,,,PAQ10127,,,,FALSE,TRUE,Stockable Product,Make to Stock,Buy,2.52,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,100,100,,1*1,,Real Time (automated),,,
mh_product_129,กระดาษโปสเตอร์อ่อน 2 หน้า,,,,PAQ10128,,,12-034,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2.94,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,100,100,,1*1,,Real Time (automated),,,
mh_product_130,กระดาษโปสเตอร์อ่อน 2 หน้าคละสี,,,,PAQ10129,,,,FALSE,TRUE,Stockable Product,Make to Stock,Buy,3.04,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,100,100,,1*1,,Real Time (automated),,,
mh_product_131,กระดาษโปสเตอร์แข็งหน้าเดี่ยว,,,,PAQ10130,,,12-033,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4.95,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,350,50,,1*1,,Real Time (automated),,,
mh_product_132,กระดาษโปสเตอร์แข็งหน้าเดี่ยวคละสี,,,,PAQ10131,,,,FALSE,TRUE,Stockable Product,Make to Stock,Buy,5.05,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,350,50,,1*1,,Real Time (automated),,,
mh_product_133,กระดาษโปสเตอร์สะท้อนแสงบาง,,,,PAQ10132,,,12-031,TRUE,TRUE,Stockable Product,Make to Stock,Buy,5.84,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,100,100,,1*1,,Real Time (automated),,,
mh_product_134,กระดาษโปสเตอร์สะท้อนแสงหนา,,,,PAQ10133,,,12-032,TRUE,TRUE,Stockable Product,Make to Stock,Buy,8.64,Standard Price,0,,กระดาษโปสเตอร์,แผ่น,แผ่น,21.5*31 นิ้ว,350,50,,1*1,,Real Time (automated),,,
mh_product_135,กระดาษแฟกซ์,แพนด้า,,,PAG10134,,,13-095,TRUE,TRUE,Stockable Product,Make to Stock,Buy,30.84,Standard Price,0,,กระดาษแฟกซ์,ม้วน,ม้วน,210*22 หลา,,,,1*24,,Real Time (automated),,,
mh_product_136,กระดาษแฟกซ์,วีนัส,,,PAG10135,,,13-285,TRUE,TRUE,Stockable Product,Make to Stock,Buy,39.25,Standard Price,0,,กระดาษแฟกซ์,ม้วน,ม้วน,210*30 หลา,,,,1*24,,Real Time (automated),,,
mh_product_137,บัตรลงเวลา อามาโน่,อามาโน่,,,PAD10136,,,01-035,TRUE,TRUE,Stockable Product,Make to Stock,Buy,51.4,Standard Price,0,,บัตรลงเวลา,ห่อ,ห่อ,8.5*19.5,400,100,,1*1,,Real Time (automated),,,
mh_product_138,บัตรลงเวลา ไซโก้,ไซโก้,,,PAD10137,,,01-052,TRUE,TRUE,Stockable Product,Make to Stock,Buy,51.4,Standard Price,0,,บัตรลงเวลา,ห่อ,ห่อ,8.5*19.5,400,100,,1*1,,Real Time (automated),,,
mh_product_139,ปกรายงานทูโทน 2T-180,,,,PAA10138,,,01-159,TRUE,TRUE,Stockable Product,Make to Stock,Buy,42.06,Standard Price,0,,ปกรายงาน,ห่อ,ห่อ,A4,180,50,,1*1,,Real Time (automated),,,
mh_product_140,ปกรายงานแฟนซี MH-FC-150,,,,PAA10139,,,01-056,TRUE,TRUE,Stockable Product,Make to Stock,Buy,29.91,Standard Price,0,,ปกรายงาน,ห่อ,ห่อ,A4,150,50,,1*1,,Real Time (automated),,,
mh_product_141,ปกรายงานแฟนซีลายเรียบ,,,,PAA10140,,,01-072,TRUE,TRUE,Stockable Product,Make to Stock,Buy,34.58,Standard Price,0,,ปกรายงาน,ห่อ,ห่อ,A4,150,50,,1*1,,Real Time (automated),,,
mh_product_142,ปกรายงานแฟนซีลายมุก ชุด 5,,,,PAA10141,,,01-073,TRUE,TRUE,Stockable Product,Make to Stock,Buy,54.21,Standard Price,0,,ปกรายงาน,ห่อ,ห่อ,A4,180,50,,1*1,,Real Time (automated),,,
mh_product_143,ปกรายงานแฟนซีลายมุก ชุด 5,,,,PAA10142,,,01-073,TRUE,TRUE,Stockable Product,Make to Stock,Buy,56.07,Standard Price,0,,ปกรายงาน,ห่อ,ห่อ,A4,180,50,,1*1,,Real Time (automated),,,
mh_product_144,กระดาษฟุลสแก๊ป เบอร์ 34 ,,,,PAO10143,,,01-036,TRUE,TRUE,Stockable Product,Make to Stock,Buy,196.26,Standard Price,0,,กระดาษฟุลสแก๊ป,ห่อ,ห่อ,19.8*21.4,60,480 คู่,,1*2 ห่อ*20เล่ม*12คู่,,Real Time (automated),,,
mh_product_145,กระดาษฟุลสแก๊ป เบอร์ 36,,,,PAO10144,,,01-037,TRUE,TRUE,Stockable Product,Make to Stock,Buy,219.63,Standard Price,0,,กระดาษฟุลสแก๊ป,ห่อ,ห่อ,19.8*21.4,70,480 คู่,,1*2 ห่อ*20เล่ม*12คู่,,Real Time (automated),,,
mh_product_146,กระดาษฟุลสแก๊ป เบอร์ 150,,,,PAO10145,,,01-038,TRUE,TRUE,Stockable Product,Make to Stock,Buy,219.63,Standard Price,0,,กระดาษฟุลสแก๊ป,ห่อ,ห่อ,19.8*21.4,100,480 คู่,,1*2 ห่อ*20เล่ม*12คู่,,Real Time (automated),,,
mh_product_147,กระดาษคำตอบ 60 ข้อ,,,,PAE10146,,,01-047,TRUE,TRUE,Stockable Product,Make to Stock,Buy,11.21,Standard Price,0,,กระดาษคำตอบ,ห่อ,ห่อ,15*15.5,50,200,,1*1,,Real Time (automated),,,
mh_product_148,กระดาษคำตอบ 80 ข้อ,,,,PAE10147,,,01-048,TRUE,TRUE,Stockable Product,Make to Stock,Buy,11.21,Standard Price,0,,กระดาษคำตอบ,ห่อ,ห่อ,15*15.5,50,200,,1*1,,Real Time (automated),,,
mh_product_149,กระดาษคำตอบ 100 ข้อ,,,,PAE10148,,,01-049,TRUE,TRUE,Stockable Product,Make to Stock,Buy,16.36,Standard Price,0,,กระดาษคำตอบ,ห่อ,ห่อ,15*15.5,50,200,,1*1,,Real Time (automated),,,
mh_product_150,กระดาษคำตอบ 120 ข้อ,,,,PAE10149,,,01-050,TRUE,TRUE,Stockable Product,Make to Stock,Buy,16.36,Standard Price,0,,กระดาษคำตอบ,ห่อ,ห่อ,15*15.5,50,200,,1*1,,Real Time (automated),,,
mh_product_151,กระดาษบัญชีสต๊อกการ์ด 5*8 นิ้ว,,,,PAF10150,,,07-017,TRUE,TRUE,Stockable Product,Make to Stock,Buy,271.03,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,5*8 นิ้ว,110,500,,1*5 ห่อ*100ผ.,,Real Time (automated),,,
mh_product_152,กระดาษบัญชีสต๊อกการ์ด 6*8 นิ้ว,,,,PAF10151,,,07-018,TRUE,TRUE,Stockable Product,Make to Stock,Buy,313.08,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,6*8 นิ้ว,110,500,,1*5 ห่อ*100ผ.,,Real Time (automated),,,
mh_product_153,กระดาษการ์ดขาวตีเส้น 3*5,,,,PAY10152,,,07-019,TRUE,TRUE,Stockable Product,Make to Stock,Buy,224.3,Standard Price,0,,กระดาษการ์ดขาวตีเส้น,ห่อ,ห่อ,3*5 นิ้ว,210,1000,,1*10 ห่อ*100ผ.,,Real Time (automated),,,
mh_product_154,กระดาษการ์ดขาวตีเส้น 4*6,,,,PAY10153,,,07-020,TRUE,TRUE,Stockable Product,Make to Stock,Buy,163.55,Standard Price,0,,กระดาษการ์ดขาวตีเส้น,ห่อ,ห่อ,4*6 นิ้ว,210,500,,1*10 ห่อ*100ผ.,,Real Time (automated),,,
mh_product_155,กระดาษการ์ดขาวตีเส้น 5*8,,,,PAY10154,,,07-021,TRUE,TRUE,Stockable Product,Make to Stock,Buy,238.32,Standard Price,0,,กระดาษการ์ดขาวตีเส้น,ห่อ,ห่อ,5*8 นิ้ว,210,500,,1*10 ห่อ*100ผ.,,Real Time (automated),,,
mh_product_156,กระดาษสอบ เบอร์ 65 300 แผ่น,,,,PAC10155,,,01-046,TRUE,TRUE,Stockable Product,Make to Stock,Buy,53.27,Standard Price,0,,กระดาษสอบ,ห่อ,ห่อ,19.3*31.3,60,300,,1*1,,Real Time (automated),,,
mh_product_157,กระดาษสอบ เบอร์ 65 200 แผ่น,,,,PAC10156,,,01-145,TRUE,TRUE,Stockable Product,Make to Stock,Buy,37.38,Standard Price,0,,กระดาษสอบ,ห่อ,ห่อ,19.3*31.3,60,200,,1*1,,Real Time (automated),,,
mh_product_158,กระดาษรายงาน 70 แกรม A4 200 แผ่น,,,,PAI10157,,,01-045,TRUE,TRUE,Stockable Product,Make to Stock,Buy,48.6,Standard Price,0,,กระดาษรายงาน,ห่อ,ห่อ,A4,70,200,,1*1,,Real Time (automated),,,
mh_product_159,กระดาษบัญชีเนื้อเขียว 2 รู 2 ช่อง,,,,PAF10158,,,07-013,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*33,110,500,,1*1,,Real Time (automated),,,
mh_product_160,กระดาษบัญชีเนื้อเขียว 2 รู 3 ช่อง,,,,PAF10159,,,07-014,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*33,110,500,,1*1,,Real Time (automated),,,
mh_product_161,กระดาษบัญชีเนื้อเขียว 26 รู 2 ช่อง,,,,PAF10160,,,07-001,TRUE,TRUE,Stockable Product,Make to Stock,Buy,341.12,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,19*25.5,110,500,,1*1,,Real Time (automated),,,
mh_product_162,กระดาษบัญชีเนื้อเขียว 26 รู 3 ช่อง,,,,PAF10161,,,07-002,TRUE,TRUE,Stockable Product,Make to Stock,Buy,341.12,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,19*25.5,110,500,,1*1,,Real Time (automated),,,
mh_product_163,กระดาษบัญชีเนื้อเขียว 30 รู 2 ช่อง,,,,PAF10162,,,07-007,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*28.7,110,500,,1*1,,Real Time (automated),,,
mh_product_164,กระดาษบัญชีเนื้อเขียว 30 รู 3 ช่อง,,,,PAF10163,,,07-008,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*28.7,110,500,,1*1,,Real Time (automated),,,
mh_product_165,กระดาษบัญชีเนื้อเขียว 30 รู 4 ช่อง,,,,PAF10164,,,07-009,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*28.7,110,500,,1*1,,Real Time (automated),,,
mh_product_166,กระดาษบัญชีเนื้อเขียว 2 รู แยกประเภท,,,,PAF10165,,,07-015,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*33,110,500,,1*1,,Real Time (automated),,,
mh_product_167,กระดาษบัญชีเนื้อเขียว 26 รู แยกประเภท,,,,PAF10166,,,07-004,TRUE,TRUE,Stockable Product,Make to Stock,Buy,341.12,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,19*25.5,110,500,,1*1,,Real Time (automated),,,
mh_product_168,กระดาษบัญชีเนื้อเขียว 30 รู แยกประเภท,,,,PAF10167,,,07-010,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*28.7,110,500,,1*1,,Real Time (automated),,,
mh_product_169,กระดาษบัญชีเนื้อเขียว 26 รู ธรรมดา,,,,PAF10168,,,07-006,TRUE,TRUE,Stockable Product,Make to Stock,Buy,341.12,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,19*25.5,110,500,,1*1,,Real Time (automated),,,
mh_product_170,กระดาษบัญชีเนื้อเขียว 30 รู ธรรมดา,,,,PAF10169,,,07-012,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*28.7,110,500,,1*1,,Real Time (automated),,,
mh_product_171,กระดาษบัญชีเนื้อเขียว 26 รู สต๊อก,,,,PAF10170,,,07-005,TRUE,TRUE,Stockable Product,Make to Stock,Buy,341.12,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,19*25.5,110,500,,1*1,,Real Time (automated),,,
mh_product_172,กระดาษบัญชีเนื้อเขียว 30 รู สต๊อก,,,,PAF10171,,,07-011,TRUE,TRUE,Stockable Product,Make to Stock,Buy,476.64,Standard Price,0,,กระดาษบัญชี,ห่อ,ห่อ,21*28.7,110,500,,1*1,,Real Time (automated),,,
mh_product_173,กระดาษวาดเขียน รีมเล็ก,,,,PAP10172,,,12-005,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1051.4,Standard Price,0,,กระดาษวาดเขียน,รีม,รีม,31*21.5,120,500,,1*1,,Real Time (automated),,,
mh_product_174,กระดาษวาดเขียน แผ่นใหญ่,,,,PAP10173,,,12-006,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2046.73,Standard Price,0,,กระดาษวาดเขียน,รีม,รีม,31*43,120,500,,1*1,,Real Time (automated),,,
mh_product_175,กระดาษวาดเขียน รีมเล็ก,,,,PAP10174,,,12-007,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1345.79,Standard Price,0,,กระดาษวาดเขียน,รีม,รีม,31*21.5,150,500,,1*1,,Real Time (automated),,,
mh_product_176,กระดาษวาดเขียน แผ่นใหญ่,,,,PAP10175,,,12-008,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2644.86,Standard Price,0,,กระดาษวาดเขียน,รีม,รีม,31*43,150,500,,1*1,,Real Time (automated),,,
mh_product_177,กระดาษวาดเขียนนอก,,,,PAP10176,,,12-037,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4065.42,Standard Price,0,,กระดาษวาดเขียน,รีม,รีม,56*79,200,500,,1*1,,Real Time (automated),,,
mh_product_178,กระดาษกล่องเทาขาว 230 แกรม,,,,PAW10177,,,12-020,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2803.74,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,230,500,,1*1,,Real Time (automated),,,
mh_product_179,กระดาษกล่องเทาขาว 250 แกรม,,,,PAW10178,,,12-021,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2967.29,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,250,500,,1*1,,Real Time (automated),,,
mh_product_180,กระดาษกล่องเทาขาว 270 แกรม,,,,PAW10179,,,12-022,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3070.09,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,270,500,,1*1,,Real Time (automated),,,
mh_product_181,กระดาษกล่องเทาขาว 290 แกรม,,,,PAW10180,,,12-023,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3308.41,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,290,500,,1*1,,Real Time (automated),,,
mh_product_182,กระดาษกล่องเทาขาว 310 แกรม,,,,PAW10181,,,12-024,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3420.56,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,310,500,,1*1,,Real Time (automated),,,
mh_product_183,กระดาษกล่องเทาขาว 350 แกรม,,,,PAW10182,,,12-025,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3738.32,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,350,500,,1*1,,Real Time (automated),,,
mh_product_184,กระดาษกล่องเทาขาว 400 แกรม,,,,PAW10183,,,12-026,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4177.57,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,400,500,,1*1,,Real Time (automated),,,
mh_product_185,กระดาษกล่องเทาขาว 450 แกรม,,,,PAW10184,,,12-027,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4598.13,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,450,500,,1*1,,Real Time (automated),,,
mh_product_186,กระดาษกล่องเทาขาว 500 แกรม,,,,PAW10185,,,12-028,TRUE,TRUE,Stockable Product,Make to Stock,Buy,5084.11,Standard Price,0,,กระดาษกล่องเทาขาว รีมใหญ่,รีม,รีม,31*43,500,500,,1*1,,Real Time (automated),,,
mh_product_187,กระดาษกล่องเทาขาว 230 แกรม,,,,PAU10186,,,12-038,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1425.23,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,230,500,,1*1,,Real Time (automated),,,
mh_product_188,กระดาษกล่องเทาขาว 250 แกรม,,,,PAU10187,,,12-039,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1507.48,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,250,500,,1*1,,Real Time (automated),,,
mh_product_189,กระดาษกล่องเทาขาว 270 แกรม,,,,PAU10188,,,12-040,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1558.88,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,270,500,,1*1,,Real Time (automated),,,
mh_product_190,กระดาษกล่องเทาขาว 290 แกรม,,,,PAU10189,,,12-041,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1677.57,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,290,500,,1*1,,Real Time (automated),,,
mh_product_191,กระดาษกล่องเทาขาว 310 แกรม,,,,PAU10190,,,12-046,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1733.64,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,310,500,,1*1,,Real Time (automated),,,
mh_product_192,กระดาษกล่องเทาขาว 350 แกรม,,,,PAU10191,,,12-042,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1892.52,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,350,500,,1*1,,Real Time (automated),,,
mh_product_193,กระดาษกล่องเทาขาว 400 แกรม,,,,PAU10192,,,12-043,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2112.15,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,400,500,,1*1,,Real Time (automated),,,
mh_product_194,กระดาษกล่องเทาขาว 450 แกรม,,,,PAU10193,,,12-044,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2322.43,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,450,500,,1*1,,Real Time (automated),,,
mh_product_195,กระดาษกล่องเทาขาว 500 แกรม,,,,PAU10194,,,12-045,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2565.42,Standard Price,0,,กระดาษกล่องเทาขาว รีมเล็ก,รีม,รีม,31.25,500,500,,1*1,,Real Time (automated),,,
mh_product_196,กระดาษแข็ง เบอร์ 8,,,,PAB10195,,,12-013,TRUE,TRUE,Stockable Product,Make to Stock,Buy,560.75,Standard Price,0,,กระดาษแข็ง,รีม,รีม,31*27,,110,,1*1,,Real Time (automated),,,
