id,uom_so_id
product_2800719,หีบ/12
product_2800718,หีบ/12
product_2249631,หีบ/12
product_2249632,หีบ/12
product_2249633,หีบ/12
product_2249634,หีบ/12
product_2249638,หีบ/12
product_2249639,หีบ/12
product_2249640,หีบ/12
product_2249641,หีบ/12
product_2249642,หีบ/12
product_2249647,หีบ/12
product_2249710,หีบ/12
product_2249714,หีบ/12
product_2249715,หีบ/12
product_2249717,หีบ/12
product_2249719,หีบ/12
product_2249722,หีบ/12
product_2249726,หีบ/12
product_2800717,หีบ/12
product_2800716,หีบ/12
product_2800714,หีบ/12
product_2800713,หีบ/12
product_2800712,หีบ/12
product_2800711,หีบ/12
product_2800710,หีบ/12
product_2089501,หีบ/8
product_2647485,หีบ/8
product_2089502,หีบ/15
product_1917266,หีบ/10
product_3146342,หีบ/10
product_3146336,หีบ/30
