id,warehouse_id,location_id,product_main_code,product_id/id,product_min_qty,product_uom,product_max_qty
count_feb2015_floor1_332,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-027,product_P-PT-027,1025,แผ่น,0
count_feb2015_floor1_333,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-028,product_P-PT-028,425,แผ่น,0
count_feb2015_floor1_334,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-029,product_P-PT-029,1125,แผ่น,0
count_feb2015_floor1_335,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-043,product_P-PT-043,300,แผ่น,0
count_feb2015_floor1_336,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-044,product_P-PT-044,170,แผ่น,0
count_feb2015_floor1_337,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-045,product_P-PT-045,500,แผ่น,0
count_feb2015_floor1_338,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-046,product_P-PT-046,150,แผ่น,0
count_feb2015_floor1_339,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-047,product_P-PT-047,300,แผ่น,0
count_feb2015_floor1_340,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-048,product_P-PT-048,175,แผ่น,0
count_feb2015_floor1_341,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-049,product_P-PT-049,450,แผ่น,0
count_feb2015_floor1_342,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PT-042,product_P-PT-042,170,แผ่น,0
count_feb2015_floor1_343,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-FC-001,product_P-FC-001,5000,ห่อ,0
