id,warehouse_id,location_id,product_main_code,product_id/id,product_uom,product_min_qty,product_max_qty
count_feb2016_floor2_22,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-60G12100C,product_N-TA-60G12100C,เล่ม,50,0
count_feb2016_floor2_23,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-60G12100PVC,product_N-TA-60G12100PVC,เล่ม,100,0
count_feb2016_floor2_24,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,114225,product_114225,เล่ม,2000,0
count_feb2016_floor2_25,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-60G2070PVC,product_N-TA-60G2070PVC,เล่ม,200,0
count_feb2016_floor2_26,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,114232,product_114232,เล่ม,3000,0
count_feb2016_floor2_27,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-100G12100,product_N-TA-100G12100,เล่ม,300,0
count_feb2016_floor2_28,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-100G12150,product_N-TA-100G12150,เล่ม,200,0
count_feb2016_floor2_29,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-100G12200,product_N-TA-100G12200,เล่ม,150,0
count_feb2016_floor2_30,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-100G9100,product_N-TA-100G9100,เล่ม,150,0
count_feb2016_floor2_31,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-100G9150,product_N-TA-100G9150,เล่ม,100,0
count_feb2016_floor2_32,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-100G9200,product_N-TA-100G9200,เล่ม,200,0
count_feb2016_floor2_33,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-70G12100,product_N-TA-70G12100,เล่ม,400,0
count_feb2016_floor2_34,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,140002,product_140002,เล่ม,3000,0
count_feb2016_floor2_35,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-70G12150,product_N-TA-70G12150,เล่ม,120,0
count_feb2016_floor2_36,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-70G12200,product_N-TA-70G12200,เล่ม,150,0
count_feb2016_floor2_37,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-70G9100,product_N-TA-70G9100,เล่ม,150,0
count_feb2016_floor2_38,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-70G9150,product_N-TA-70G9150,เล่ม,100,0
count_feb2016_floor2_39,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-70G9200,product_N-TA-70G9200,เล่ม,120,0
count_feb2016_floor2_40,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-80GAA20100,product_N-TA-80GAA20100,เล่ม,300,0
count_feb2016_floor2_41,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-80GAA20150,product_N-TA-80GAA20150,เล่ม,150,0
count_feb2016_floor2_42,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-80GAA20200,product_N-TA-80GAA20200,เล่ม,150,0
count_feb2016_floor2_43,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G20100,product_N-TA-55G20100,เล่ม,1000,0
count_feb2016_floor2_44,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,139528,product_139528,เล่ม,5000,0
count_feb2016_floor2_45,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G20150,product_N-TA-55G20150,เล่ม,350,0
count_feb2016_floor2_46,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G20200,product_N-TA-55G20200,เล่ม,500,0
count_feb2016_floor2_47,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55GA20200,product_N-TA-55GA20200,เล่ม,120,0
count_feb2016_floor2_48,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-60G842C,product_N-TA-60G842C,เล่ม,0,0
count_feb2016_floor2_49,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G12100,product_N-TA-55G12100,เล่ม,150,0
count_feb2016_floor2_50,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G12150,product_N-TA-55G12150,เล่ม,50,0
count_feb2016_floor2_51,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G12200,product_N-TA-55G12200,เล่ม,50,0
count_feb2016_floor2_52,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-TA-55G840,product_N-TA-55G840,เล่ม,0,0
count_feb2016_floor2_53,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-GL850,product_N-WA-GL850,เล่ม,20,0
count_feb2016_floor2_54,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-GL8100,product_N-WA-GL8100,เล่ม,10,0
count_feb2016_floor2_55,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-GL550,product_N-WA-GL550,เล่ม,100,0
count_feb2016_floor2_56,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-GL5100,product_N-WA-GL5100,เล่ม,100,0
count_feb2016_floor2_57,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-8D550,product_N-WA-8D550,เล่ม,40,0
count_feb2016_floor2_58,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-8D5100,product_N-WA-8D5100,เล่ม,20,0
count_feb2016_floor2_59,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-5S550,product_N-WA-5S550,เล่ม,15,0
count_feb2016_floor2_60,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-5S5100,product_N-WA-5S5100,เล่ม,50,0
count_feb2016_floor2_61,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-5D550,product_N-WA-5D550,เล่ม,40,0
count_feb2016_floor2_62,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-5D5100,product_N-WA-5D5100,เล่ม,50,0
count_feb2016_floor2_63,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-4S550,product_N-WA-4S550,เล่ม,20,0
