id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,inventory_line_id/product_qty,inventory_line_id/product_uom/id
stock_reset_2Feb13,Stock Reset วันที่ 2 Feb 13,FG มหาชัย,product_rawmat_mahachai_169,0,__export__.product_product_113_47
,,FG มหาชัย,__export__.product_product_6966,0,product.uom_โหล
,,FG มหาชัย,product_MSG,0,product.uom_อัน
,,FG มหาชัย,__export__.product_product_6941,0,__export__.product_product_113_48
,,FG มหาชัย,product_rawmat_mahachai_165,0,__export__.product_product_113_49
,,FG มหาชัย,product_MSI-010,0,product.uom_โหล
,,FG มหาชัย,product_MSI-012,0,product.uom_โหล
,,FG มหาชัย,product_MSI-007,0,product.uom_โหล
,,FG มหาชัย,product_MSI-006,0,product.uom_โหล
,,FG มหาชัย,product_MSI-004,0,product.uom_โหล
,,FG มหาชัย,product_MSI-011,0,product.uom_โหล
,,FG มหาชัย,product_MSI-002,0,product.uom_โหล
,,FG มหาชัย,product_MSI-003,0,product.uom_โหล
,,FG มหาชัย,product_MSI-005,0,product.uom_โหล
,,FG มหาชัย,product_MSI-001,0,product.uom_โหล
,,FG มหาชัย,product_MSI-008,0,product.uom_โหล
,,FG มหาชัย,product_MSI-009,0,product.uom_โหล
,,FG มหาชัย,__export__.product_product_6940,0,__export__.product_product_115_38
,,FG มหาชัย,__export__.product_product_6937,0,__export__.product_product_112_38
,,FG มหาชัย,product_MSE,0,product.uom_แท่ง
,,FG มหาชัย,product_rawmat_mahachai_164,0,__export__.product_product_113_50
,,FG มหาชัย,rawmat_แป้งพ่น,0,product.uom_ถุง
,,FG มหาชัย,product_MSB-002,0,product.uom_โหล
,,FG มหาชัย,product_MSB-003,0,product.uom_โหล
,,FG มหาชัย,product_MSB-001,0,product.uom_โหล
,,FG มหาชัย,rawmat_I-ดำ-TOYO,0,product.uom_กระป๋อง
,,FG มหาชัย,product_rawmat_mahachai_144,0,product.uom_กระป๋อง
,,FG มหาชัย,rawmat_I-ฟ้า-TOYO,0,product.uom_กระป๋อง
