id,warehouse_id,location_id,product_main_code,product_id/id,product_uom,product_min_qty,product_max_qty
count_dec1_floor1_17,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-004,product_P-LG-004,ห่อ,10,0
count_dec1_floor1_18,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-014,product_P-LG-014,ห่อ,5,0
count_dec1_floor1_19,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-012,product_P-LG-012,ห่อ,5,0
count_dec1_floor1_20,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-010,product_P-LG-010,ห่อ,5,0
count_dec1_floor1_21,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-005,product_P-LG-005,ห่อ,3,0
count_dec1_floor1_22,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-006,product_P-LG-006,ห่อ,20,0
count_dec1_floor1_23,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-LG-007,product_P-LG-007,ห่อ,1,0
count_dec1_floor1_24,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DW-31*21.5-120G,__export__.product_product_6922,รีม,4.825,0
count_dec1_floor1_25,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DW-31*21.5-150G,product_P-DW-31*21dot5-150G,รีม,30,0
count_dec1_floor1_26,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DW-31*43-120G,product_P-DW-31*43-120G,รีม,1,0
count_dec1_floor1_27,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DW-31*43-150G,product_P-DW-31*43-150G,รีม,1.875,0
count_dec1_floor1_28,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-FS-NO34,product_P-FS-NO34,ห่อ,100,0
count_dec1_floor1_29,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-WCL-3*5,product_P-WCL-3*5,ห่อ,5,0
count_dec1_floor1_30,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-FS-NO36,product_P-FS-NO36,ห่อ,100,0
count_dec1_floor1_31,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-WCL-4*6,product_P-WCL-4*6,ห่อ,4.75,0
count_dec1_floor1_32,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-DW-56*76-200G,product_P-DW-56*79-200G,รีม,300,0
