Location Code,จังหวัด,เขต/อำเภอ,แขวง/ตำบล,รหัสไปรษณีย์
100101,กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,10200
100102,กรุงเทพมหานคร,เขตพระนคร,วังบูรพาภิรมย์,10200
100103,กรุงเทพมหานคร,เขตพระนคร,วัดราชบพิธ,10200
100104,กรุงเทพมหานคร,เขตพระนคร,สำราญราษฎร์,10200
100105,กรุงเทพมหานคร,เขตพระนคร,ศาลเจ้าพ่อเสือ,10200
100106,กรุงเทพมหานคร,เขตพระนคร,เสาชิงช้า,10200
100107,กรุงเทพมหานคร,เขตพระนคร,บวรนิเวศ,10200
100108,กรุงเทพมหานคร,เขตพระนคร,ตลาดยอด,10200
100109,กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,10200
100110,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,10200
100111,กรุงเทพมหานคร,เขตพระนคร,บางขุนพรหม,10200
100112,กรุงเทพมหานคร,เขตพระนคร,วัดสามพระยา,10200
100201,กรุงเทพมหานคร,เขตดุสิต,ดุสิต,10300
100202,กรุงเทพมหานคร,เขตดุสิต,วชิรพยาบาล,10300
100203,กรุงเทพมหานคร,เขตดุสิต,สวนจิตรลดา,10300
100204,กรุงเทพมหานคร,เขตดุสิต,สี่แยกมหานาค,10300
100206,กรุงเทพมหานคร,เขตดุสิต,ถนนนครไชยศรี,10300
100301,กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย,10530
100302,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก,10530
100303,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบ,10530
100304,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบสอง,10530
100305,กรุงเทพมหานคร,เขตหนองจอก,โคกแฝด,10530
100306,กรุงเทพมหานคร,เขตหนองจอก,คู้ฝั่งเหนือ,10530
100307,กรุงเทพมหานคร,เขตหนองจอก,ลำผักชี,10530
100308,กรุงเทพมหานคร,เขตหนองจอก,ลำต้อยติ่ง,10530
100401,กรุงเทพมหานคร,เขตบางรัก,มหาพฤฒาราม,10500
100402,กรุงเทพมหานคร,เขตบางรัก,สีลม,10500
100403,กรุงเทพมหานคร,เขตบางรัก,สุริยวงศ์,10500
100404,กรุงเทพมหานคร,เขตบางรัก,บางรัก,10500
100405,กรุงเทพมหานคร,เขตบางรัก,สี่พระยา,10500
100502,กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์,10220
100508,กรุงเทพมหานคร,เขตบางเขน,ท่าแร้ง,10220
100601,กรุงเทพมหานคร,เขตบางกะปิ,คลองจั่น,10240
100608,กรุงเทพมหานคร,เขตบางกะปิ,หัวหมาก,10240
100701,กรุงเทพมหานคร,เขตปทุมวัน,รองเมือง,10330
100702,กรุงเทพมหานคร,เขตปทุมวัน,วังใหม่,10330
100703,กรุงเทพมหานคร,เขตปทุมวัน,ปทุมวัน,10330
100704,กรุงเทพมหานคร,เขตปทุมวัน,ลุมพินี,10330
100801,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,10100
100802,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,10100
100803,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,คลองมหานาค,10100
100804,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,บ้านบาตร,10100
100805,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,10100
100905,กรุงเทพมหานคร,เขตพระโขนง,บางจาก,10260
101001,กรุงเทพมหานคร,เขตมีนบุรี,มีนบุรี,10510
101002,กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ,10510
101101,กรุงเทพมหานคร,เขตลาดกระบัง,ลาดกระบัง,10520
101102,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น,10520
101103,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ,10520
101104,กรุงเทพมหานคร,เขตลาดกระบัง,ลำปลาทิว,10520
101105,กรุงเทพมหานคร,เขตลาดกระบัง,ทับยาว,10520
101106,กรุงเทพมหานคร,เขตลาดกระบัง,ขุมทอง,10520
101203,กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,10120
101204,กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,10120
101301,กรุงเทพมหานคร,เขตสัมพันธวงศ์,จักรวรรดิ,10100
101302,กรุงเทพมหานคร,เขตสัมพันธวงศ์,สัมพันธวงศ์,10100
101303,กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย,10100
101401,กรุงเทพมหานคร,เขตพญาไท,สามเสนใน,10400
101501,กรุงเทพมหานคร,เขตธนบุรี,วัดกัลยาณ์,10600
101502,กรุงเทพมหานคร,เขตธนบุรี,หิรัญรูจี,10600
101503,กรุงเทพมหานคร,เขตธนบุรี,บางยี่เรือ,10600
101504,กรุงเทพมหานคร,เขตธนบุรี,บุคคโล,10600
101505,กรุงเทพมหานคร,เขตธนบุรี,ตลาดพลู,10600
101506,กรุงเทพมหานคร,เขตธนบุรี,ดาวคะนอง,10600
101507,กรุงเทพมหานคร,เขตธนบุรี,สำเหร่,10600
101601,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดอรุณ,10600
101602,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดท่าพระ,10600
101701,กรุงเทพมหานคร,เขตห้วยขวาง,ห้วยขวาง,10310
101702,กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ,10310
101704,กรุงเทพมหานคร,เขตห้วยขวาง,สามเสนนอก,10310
101801,กรุงเทพมหานคร,เขตคลองสาน,สมเด็จเจ้าพระยา,10600
101802,กรุงเทพมหานคร,เขตคลองสาน,คลองสาน,10600
101803,กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง,10600
101804,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร,10600
101901,กรุงเทพมหานคร,เขตตลิ่งชัน,คลองชักพระ,10170
101902,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน,10170
101903,กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี,10170
101904,กรุงเทพมหานคร,เขตตลิ่งชัน,บางพรม,10170
101905,กรุงเทพมหานคร,เขตตลิ่งชัน,บางระมาด,10170
101907,กรุงเทพมหานคร,เขตตลิ่งชัน,บางเชือกหนัง,10170
102004,กรุงเทพมหานคร,เขตบางกอกน้อย,ศิริราช,10700
102005,กรุงเทพมหานคร,เขตบางกอกน้อย,บ้านช่างหล่อ,10700
102006,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์,10700
102007,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนศรี,10700
102009,กรุงเทพมหานคร,เขตบางกอกน้อย,อรุณอมรินทร์,10700
102105,กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม,10150
102107,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,10150
102201,กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า,10160
102202,กรุงเทพมหานคร,เขตภาษีเจริญ,บางด้วน,10160
102206,กรุงเทพมหานคร,เขตภาษีเจริญ,บางจาก,10160
102207,กรุงเทพมหานคร,เขตภาษีเจริญ,บางแวก,10160
102208,กรุงเทพมหานคร,เขตภาษีเจริญ,คลองขวาง,10160
102209,กรุงเทพมหานคร,เขตภาษีเจริญ,ปากคลองภาษีเจริญ,10160
102210,กรุงเทพมหานคร,เขตภาษีเจริญ,คูหาสวรรค์,10160
102302,กรุงเทพมหานคร,เขตหนองแขม,หนองแขม,10160
102303,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,10160
102401,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ,10140
102402,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก,10140
102501,กรุงเทพมหานคร,เขตบางพลัด,บางพลัด,10700
102502,กรุงเทพมหานคร,เขตบางพลัด,บางอ้อ,10700
102503,กรุงเทพมหานคร,เขตบางพลัด,บางบำหรุ,10700
102504,กรุงเทพมหานคร,เขตบางพลัด,บางยี่ขัน,10700
102601,กรุงเทพมหานคร,เขตดินแดง,ดินแดง,10400
102701,กรุงเทพมหานคร,เขตบึงกุ่ม,คลองกุ่ม,10240
102704,กรุงเทพมหานคร,เขตบึงกุ่ม,นวมินทร์,10240
102705,กรุงเทพมหานคร,เขตบึงกุ่ม,นวลจันทร์,10240
102801,กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,10120
102802,กรุงเทพมหานคร,เขตสาทร,ยานนาวา,10120
102803,กรุงเทพมหานคร,เขตสาทร,ทุ่งมหาเมฆ,10120
102901,กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,10800
102902,กรุงเทพมหานคร,เขตบางซื่อ,วงศ์สว่าง,10800
103001,กรุงเทพมหานคร,เขตจตุจักร,ลาดยาว,10900
103002,กรุงเทพมหานคร,เขตจตุจักร,เสนานิคม,10900
103003,กรุงเทพมหานคร,เขตจตุจักร,จันทรเกษม,10900
103004,กรุงเทพมหานคร,เขตจตุจักร,จอมพล,10900
103005,กรุงเทพมหานคร,เขตจตุจักร,จตุจักร,10900
103101,กรุงเทพมหานคร,เขตบางคอแหลม,บางคอแหลม,10120
103102,กรุงเทพมหานคร,เขตบางคอแหลม,วัดพระยาไกร,10120
103103,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,10120
103201,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,10250
103202,กรุงเทพมหานคร,เขตประเวศ,หนองบอน,10250
103203,กรุงเทพมหานคร,เขตประเวศ,ดอกไม้,10250
103301,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,10110
103302,กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,10110
103303,กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,10110
103401,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง,10250
103501,กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน,10150
103502,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ,10150
103503,กรุงเทพมหานคร,เขตจอมทอง,บางมด,10150
103504,กรุงเทพมหานคร,เขตจอมทอง,จอมทอง,10150
103602,กรุงเทพมหานคร,เขตดอนเมือง,สีกัน,10210
103604,กรุงเทพมหานคร,เขตดอนเมือง,ดอนเมือง,10210
103605,กรุงเทพมหานคร,เขตดอนเมือง,สนามบิน,10210
103701,กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,10400
103702,กรุงเทพมหานคร,เขตราชเทวี,ถนนพญาไท,10400
103703,กรุงเทพมหานคร,เขตราชเทวี,ถนนเพชรบุรี,10400
103704,กรุงเทพมหานคร,เขตราชเทวี,มักกะสัน,10400
103801,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,10230
103802,กรุงเทพมหานคร,เขตลาดพร้าว,จรเข้บัว,10230
103901,กรุงเทพมหานคร,เขตวัฒนา,คลองเตยเหนือ,10110
103902,กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ,10110
103903,กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ,10110
104001,กรุงเทพมหานคร,เขตบางแค,บางแค,10160
104002,กรุงเทพมหานคร,เขตบางแค,บางแคเหนือ,10160
104003,กรุงเทพมหานคร,เขตบางแค,บางไผ่,10160
104004,กรุงเทพมหานคร,เขตบางแค,หลักสอง,10160
104101,กรุงเทพมหานคร,เขตหลักสี่,ทุ่งสองห้อง,10210
104102,กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน,10210
104201,กรุงเทพมหานคร,เขตสายไหม,สายไหม,10220
104202,กรุงเทพมหานคร,เขตสายไหม,ออเงิน,10220
104203,กรุงเทพมหานคร,เขตสายไหม,คลองถนน,10220
104301,กรุงเทพมหานคร,เขตคันนายาว,คันนายาว,10230
104302,กรุงเทพมหานคร,เขตคันนายาว,รามอินทรา,10230
104401,กรุงเทพมหานคร,เขตสะพานสูง,สะพานสูง,10240
104501,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง,10310
104502,กรุงเทพมหานคร,เขตวังทองหลาง,สะพานสอง,10310
104503,กรุงเทพมหานคร,เขตวังทองหลาง,คลองเจ้าคุณสิงห์,10310
104504,กรุงเทพมหานคร,เขตวังทองหลาง,พลับพลา,10310
104601,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันตก,10510
104602,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันออก,10510
104603,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,10510
104604,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดิน,10510
104605,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดินใต้,10510
104701,กรุงเทพมหานคร,เขตบางนา,บางนา,10260
104801,กรุงเทพมหานคร,เขตทวีวัฒนา,ทวีวัฒนา,10170
104802,กรุงเทพมหานคร,เขตทวีวัฒนา,ศาลาธรรมสพน์,10170
104901,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,10140
104902,กรุงเทพมหานคร,เขตทุ่งครุ,ทุ่งครุ,10140
105001,กรุงเทพมหานคร,เขตบางบอน,บางบอน,10150
110101,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ปากน้ำ,10270
110102,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,สำโรงเหนือ,10270
110103,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมือง,10270
110104,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้าน,10280
110108,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปูใหม่,10280
110110,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษา,10280
110111,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางโปรง,10270
110112,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปู,10280
110113,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางด้วน,10270
110114,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมืองใหม่,10270
110115,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,เทพารักษ์,10270
110116,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้านใหม่,10280
110117,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษาใหม่,10280
110201,สมุทรปราการ,อำเภอบางบ่อ,บางบ่อ,10560
110202,สมุทรปราการ,อำเภอบางบ่อ,บ้านระกาศ,10560
110203,สมุทรปราการ,อำเภอบางบ่อ,บางพลีน้อย,10560
110204,สมุทรปราการ,อำเภอบางบ่อ,บางเพรียง,10560
110205,สมุทรปราการ,อำเภอบางบ่อ,คลองด่าน,10550
110206,สมุทรปราการ,อำเภอบางบ่อ,คลองสวน,10560
110207,สมุทรปราการ,อำเภอบางบ่อ,เปร็ง,10560
110208,สมุทรปราการ,อำเภอบางบ่อ,คลองนิยมยาตรา,10560
110301,สมุทรปราการ,อำเภอบางพลี,บางพลีใหญ่,10540
110302,สมุทรปราการ,อำเภอบางพลี,บางแก้ว,10540
110303,สมุทรปราการ,อำเภอบางพลี,บางปลา,10540
110304,สมุทรปราการ,อำเภอบางพลี,บางโฉลง,10540
110308,สมุทรปราการ,อำเภอบางพลี,ราชาเทวะ,10540
110309,สมุทรปราการ,อำเภอบางพลี,หนองปรือ,10540
110401,สมุทรปราการ,อำเภอพระประแดง,ตลาด,10130
110402,สมุทรปราการ,อำเภอพระประแดง,บางพึ่ง,10130
110403,สมุทรปราการ,อำเภอพระประแดง,บางจาก,10130
110404,สมุทรปราการ,อำเภอพระประแดง,บางครุ,10130
110405,สมุทรปราการ,อำเภอพระประแดง,บางหญ้าแพรก,10130
110406,สมุทรปราการ,อำเภอพระประแดง,บางหัวเสือ,10130
110407,สมุทรปราการ,อำเภอพระประแดง,สำโรงใต้,10130
110408,สมุทรปราการ,อำเภอพระประแดง,บางยอ,10130
110409,สมุทรปราการ,อำเภอพระประแดง,บางกะเจ้า,10130
110410,สมุทรปราการ,อำเภอพระประแดง,บางน้ำผึ้ง,10130
110411,สมุทรปราการ,อำเภอพระประแดง,บางกระสอบ,10130
110412,สมุทรปราการ,อำเภอพระประแดง,บางกอบัว,10130
110413,สมุทรปราการ,อำเภอพระประแดง,ทรงคนอง,10130
110414,สมุทรปราการ,อำเภอพระประแดง,สำโรง,10130
110415,สมุทรปราการ,อำเภอพระประแดง,สำโรงกลาง,10130
110501,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,นาเกลือ,10290
110502,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,บ้านคลองสวน,10290
110503,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,แหลมฟ้าผ่า,10290
110504,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ปากคลองบางปลากด,10290
110505,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ในคลองบางปลากด,10290
110601,สมุทรปราการ,อำเภอบางเสาธง,บางเสาธง,10540
110602,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้น้อย,10540
110603,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้ใหญ่,10540
120101,นนทบุรี,อำเภอเมืองนนทบุรี,สวนใหญ่,11000
120102,นนทบุรี,อำเภอเมืองนนทบุรี,ตลาดขวัญ,11000
120103,นนทบุรี,อำเภอเมืองนนทบุรี,บางเขน,11000
120104,นนทบุรี,อำเภอเมืองนนทบุรี,บางกระสอ,11000
120105,นนทบุรี,อำเภอเมืองนนทบุรี,ท่าทราย,11000
120106,นนทบุรี,อำเภอเมืองนนทบุรี,บางไผ่,11000
120107,นนทบุรี,อำเภอเมืองนนทบุรี,บางศรีเมือง,11000
120108,นนทบุรี,อำเภอเมืองนนทบุรี,บางกร่าง,11000
120109,นนทบุรี,อำเภอเมืองนนทบุรี,ไทรม้า,11000
120110,นนทบุรี,อำเภอเมืองนนทบุรี,บางรักน้อย,11000
120201,นนทบุรี,อำเภอบางกรวย,วัดชลอ,11130
120202,นนทบุรี,อำเภอบางกรวย,บางกรวย,11130
120203,นนทบุรี,อำเภอบางกรวย,บางสีทอง,11130
120204,นนทบุรี,อำเภอบางกรวย,บางขนุน,11130
120205,นนทบุรี,อำเภอบางกรวย,บางขุนกอง,11130
120206,นนทบุรี,อำเภอบางกรวย,บางคูเวียง,11130
120207,นนทบุรี,อำเภอบางกรวย,มหาสวัสดิ์,11130
120208,นนทบุรี,อำเภอบางกรวย,ปลายบาง,11130
120209,นนทบุรี,อำเภอบางกรวย,ศาลากลาง,11130
120301,นนทบุรี,อำเภอบางใหญ่,บางม่วง,11140
120302,นนทบุรี,อำเภอบางใหญ่,บางแม่นาง,11140
120303,นนทบุรี,อำเภอบางใหญ่,บางเลน,11140
120304,นนทบุรี,อำเภอบางใหญ่,เสาธงหิน,11140
120305,นนทบุรี,อำเภอบางใหญ่,บางใหญ่,11140
120306,นนทบุรี,อำเภอบางใหญ่,บ้านใหม่,11140
120401,นนทบุรี,อำเภอบางบัวทอง,โสนลอย,11110
120402,นนทบุรี,อำเภอบางบัวทอง,บางบัวทอง,11110
120403,นนทบุรี,อำเภอบางบัวทอง,บางรักใหญ่,11110
120404,นนทบุรี,อำเภอบางบัวทอง,บางคูรัด,11110
120405,นนทบุรี,อำเภอบางบัวทอง,ละหาร,11110
120406,นนทบุรี,อำเภอบางบัวทอง,ลำโพ,11110
120407,นนทบุรี,อำเภอบางบัวทอง,พิมลราช,11110
120408,นนทบุรี,อำเภอบางบัวทอง,บางรักพัฒนา,11110
120501,นนทบุรี,อำเภอไทรน้อย,ไทรน้อย,11150
120502,นนทบุรี,อำเภอไทรน้อย,ราษฎร์นิยม,11150
120503,นนทบุรี,อำเภอไทรน้อย,หนองเพรางาย,11150
120504,นนทบุรี,อำเภอไทรน้อย,ไทรใหญ่,11150
120505,นนทบุรี,อำเภอไทรน้อย,ขุนศรี,11150
120506,นนทบุรี,อำเภอไทรน้อย,คลองขวาง,11150
120507,นนทบุรี,อำเภอไทรน้อย,ทวีวัฒนา,11150
120601,นนทบุรี,อำเภอปากเกร็ด,ปากเกร็ด,11120
120602,นนทบุรี,อำเภอปากเกร็ด,บางตลาด,11120
120603,นนทบุรี,อำเภอปากเกร็ด,บ้านใหม่,11120
120604,นนทบุรี,อำเภอปากเกร็ด,บางพูด,11120
120605,นนทบุรี,อำเภอปากเกร็ด,บางตะไนย์,11120
120606,นนทบุรี,อำเภอปากเกร็ด,คลองพระอุดม,11120
120607,นนทบุรี,อำเภอปากเกร็ด,ท่าอิฐ,11120
120608,นนทบุรี,อำเภอปากเกร็ด,เกาะเกร็ด,11120
120609,นนทบุรี,อำเภอปากเกร็ด,อ้อมเกร็ด,11120
120610,นนทบุรี,อำเภอปากเกร็ด,คลองข่อย,11120
120611,นนทบุรี,อำเภอปากเกร็ด,บางพลับ,11120
120612,นนทบุรี,อำเภอปากเกร็ด,คลองเกลือ,11120
130101,ปทุมธานี,อำเภอเมืองปทุมธานี,บางปรอก,12000
130102,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านใหม่,12000
130103,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกลาง,12000
130104,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านฉาง,12000
130105,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกระแชง,12000
130106,ปทุมธานี,อำเภอเมืองปทุมธานี,บางขะแยง,12000
130107,ปทุมธานี,อำเภอเมืองปทุมธานี,บางคูวัด,12000
130108,ปทุมธานี,อำเภอเมืองปทุมธานี,บางหลวง,12000
130109,ปทุมธานี,อำเภอเมืองปทุมธานี,บางเดื่อ,12000
130110,ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูด,12000
130111,ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูน,12000
130112,ปทุมธานี,อำเภอเมืองปทุมธานี,บางกะดี,12000
130113,ปทุมธานี,อำเภอเมืองปทุมธานี,สวนพริกไทย,12000
130114,ปทุมธานี,อำเภอเมืองปทุมธานี,หลักหก,12000
130201,ปทุมธานี,อำเภอคลองหลวง,คลองหนึ่ง,12120
130202,ปทุมธานี,อำเภอคลองหลวง,คลองสอง,12120
130203,ปทุมธานี,อำเภอคลองหลวง,คลองสาม,12120
130204,ปทุมธานี,อำเภอคลองหลวง,คลองสี่,12120
130205,ปทุมธานี,อำเภอคลองหลวง,คลองห้า,12120
130206,ปทุมธานี,อำเภอคลองหลวง,คลองหก,12120
130207,ปทุมธานี,อำเภอคลองหลวง,คลองเจ็ด,12120
130301,ปทุมธานี,อำเภอธัญบุรี,ประชาธิปัตย์,12130
130302,ปทุมธานี,อำเภอธัญบุรี,บึงยี่โถ,12130
130303,ปทุมธานี,อำเภอธัญบุรี,รังสิต,12110
130304,ปทุมธานี,อำเภอธัญบุรี,ลำผักกูด,12110
130305,ปทุมธานี,อำเภอธัญบุรี,บึงสนั่น,12110
130306,ปทุมธานี,อำเภอธัญบุรี,บึงน้ำรักษ์,12110
130401,ปทุมธานี,อำเภอหนองเสือ,บึงบา,12170
130402,ปทุมธานี,อำเภอหนองเสือ,บึงบอน,12170
130403,ปทุมธานี,อำเภอหนองเสือ,บึงกาสาม,12170
130404,ปทุมธานี,อำเภอหนองเสือ,บึงชำอ้อ,12170
130405,ปทุมธานี,อำเภอหนองเสือ,หนองสามวัง,12170
130406,ปทุมธานี,อำเภอหนองเสือ,ศาลาครุ,12170
130407,ปทุมธานี,อำเภอหนองเสือ,นพรัตน์,12170
130501,ปทุมธานี,อำเภอลาดหลุมแก้ว,ระแหง,12140
130502,ปทุมธานี,อำเภอลาดหลุมแก้ว,ลาดหลุมแก้ว,12140
130503,ปทุมธานี,อำเภอลาดหลุมแก้ว,คูบางหลวง,12140
130504,ปทุมธานี,อำเภอลาดหลุมแก้ว,คูขวาง,12140
130505,ปทุมธานี,อำเภอลาดหลุมแก้ว,คลองพระอุดม,12140
130506,ปทุมธานี,อำเภอลาดหลุมแก้ว,บ่อเงิน,12140
130507,ปทุมธานี,อำเภอลาดหลุมแก้ว,หน้าไม้,12140
130601,ปทุมธานี,อำเภอลำลูกกา,คูคต,12130
130602,ปทุมธานี,อำเภอลำลูกกา,ลาดสวาย,12150
130603,ปทุมธานี,อำเภอลำลูกกา,บึงคำพร้อย,12150
130604,ปทุมธานี,อำเภอลำลูกกา,ลำลูกกา,12150
130605,ปทุมธานี,อำเภอลำลูกกา,บึงทองหลาง,12150
130606,ปทุมธานี,อำเภอลำลูกกา,ลำไทร,12150
130607,ปทุมธานี,อำเภอลำลูกกา,บึงคอไห,12150
130608,ปทุมธานี,อำเภอลำลูกกา,พืชอุดม,12150
130701,ปทุมธานี,อำเภอสามโคก,บางเตย,12160
130702,ปทุมธานี,อำเภอสามโคก,คลองควาย,12160
130703,ปทุมธานี,อำเภอสามโคก,สามโคก,12160
130704,ปทุมธานี,อำเภอสามโคก,กระแชง,12160
130705,ปทุมธานี,อำเภอสามโคก,บางโพธิ์เหนือ,12160
130706,ปทุมธานี,อำเภอสามโคก,เชียงรากใหญ่,12160
130707,ปทุมธานี,อำเภอสามโคก,บ้านปทุม,12160
130708,ปทุมธานี,อำเภอสามโคก,บ้านงิ้ว,12160
130709,ปทุมธานี,อำเภอสามโคก,เชียงรากน้อย,12160
130710,ปทุมธานี,อำเภอสามโคก,บางกระบือ,12160
130711,ปทุมธานี,อำเภอสามโคก,ท้ายเกาะ,12160
140101,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ประตูชัย,13000
140102,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,กะมัง,13000
140103,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หอรัตนไชย,13000
140104,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หัวรอ,13000
140105,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ท่าวาสุกรี,13000
140106,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ไผ่ลิง,13000
140107,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ปากกราน,13000
140108,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ภูเขาทอง,13000
140109,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,สำเภาล่ม,13000
140110,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,สวนพริก,13000
140111,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองตะเคียน,13000
140112,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,วัดตูม,13000
140113,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หันตรา,13000
140114,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ลุมพลี,13000
140115,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านใหม่,13000
140116,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านเกาะ,13000
140117,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองสวนพลู,13000
140118,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองสระบัว,13000
140119,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,เกาะเรียน,13000
140120,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านป้อม,13000
140121,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านรุน,13000
140201,พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าเรือ,13130
140202,พระนครศรีอยุธยา,อำเภอท่าเรือ,จำปา,13130
140203,พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าหลวง,13130
