Location Code,จังหวัด,เขต/อำเภอ,แขวง/ตำบล,รหัสไปรษณีย์
390115,หนองบัวลำภู,อำเภอเมืองหนองบัวลำภู,หนองหว้า,39000
390201,หนองบัวลำภู,อำเภอนากลาง,นากลาง,39170
390202,หนองบัวลำภู,อำเภอนากลาง,ด่านช้าง,39170
390205,หนองบัวลำภู,อำเภอนากลาง,กุดดินจี่,39350
390206,หนองบัวลำภู,อำเภอนากลาง,ฝั่งแดง,39170
390207,หนองบัวลำภู,อำเภอนากลาง,เก่ากลอย,39350
390209,หนองบัวลำภู,อำเภอนากลาง,โนนเมือง,39170
390210,หนองบัวลำภู,อำเภอนากลาง,อุทัยสวรรค์,39170
390211,หนองบัวลำภู,อำเภอนากลาง,ดงสวรรค์,39350
390213,หนองบัวลำภู,อำเภอนากลาง,กุดแห่,39170
390301,หนองบัวลำภู,อำเภอโนนสัง,โนนสัง,39140
390302,หนองบัวลำภู,อำเภอโนนสัง,บ้านถิ่น,39140
390303,หนองบัวลำภู,อำเภอโนนสัง,หนองเรือ,39140
390304,หนองบัวลำภู,อำเภอโนนสัง,กุดดู่,39140
390305,หนองบัวลำภู,อำเภอโนนสัง,บ้านค้อ,39140
390306,หนองบัวลำภู,อำเภอโนนสัง,โนนเมือง,39140
390307,หนองบัวลำภู,อำเภอโนนสัง,โคกใหญ่,39140
390308,หนองบัวลำภู,อำเภอโนนสัง,โคกม่วง,39140
390309,หนองบัวลำภู,อำเภอโนนสัง,นิคมพัฒนา,39140
390310,หนองบัวลำภู,อำเภอโนนสัง,ปางกู่,39140
390401,หนองบัวลำภู,อำเภอศรีบุญเรือง,เมืองใหม่,39180
390402,หนองบัวลำภู,อำเภอศรีบุญเรือง,ศรีบุญเรือง,39180
390403,หนองบัวลำภู,อำเภอศรีบุญเรือง,หนองบัวใต้,39180
390404,หนองบัวลำภู,อำเภอศรีบุญเรือง,กุดสะเทียน,39180
390405,หนองบัวลำภู,อำเภอศรีบุญเรือง,นากอก,39180
390406,หนองบัวลำภู,อำเภอศรีบุญเรือง,โนนสะอาด,39180
390407,หนองบัวลำภู,อำเภอศรีบุญเรือง,ยางหล่อ,39180
390408,หนองบัวลำภู,อำเภอศรีบุญเรือง,โนนม่วง,39180
390409,หนองบัวลำภู,อำเภอศรีบุญเรือง,หนองกุงแก้ว,39180
390410,หนองบัวลำภู,อำเภอศรีบุญเรือง,หนองแก,39180
390411,หนองบัวลำภู,อำเภอศรีบุญเรือง,ทรายทอง,39180
390412,หนองบัวลำภู,อำเภอศรีบุญเรือง,หันนางาม,39180
390501,หนองบัวลำภู,อำเภอสุวรรณคูหา,นาสี,39270
390502,หนองบัวลำภู,อำเภอสุวรรณคูหา,บ้านโคก,39270
390503,หนองบัวลำภู,อำเภอสุวรรณคูหา,นาดี,39270
390504,หนองบัวลำภู,อำเภอสุวรรณคูหา,นาด่าน,39270
390505,หนองบัวลำภู,อำเภอสุวรรณคูหา,ดงมะไฟ,39270
390506,หนองบัวลำภู,อำเภอสุวรรณคูหา,สุวรรณคูหา,39270
390507,หนองบัวลำภู,อำเภอสุวรรณคูหา,บุญทัน,39270
390508,หนองบัวลำภู,อำเภอสุวรรณคูหา,กุดผึ้ง,39270
390601,หนองบัวลำภู,อำเภอนาวัง,นาเหล่า,39170
390602,หนองบัวลำภู,อำเภอนาวัง,นาแก,39170
390603,หนองบัวลำภู,อำเภอนาวัง,วังทอง,39170
390604,หนองบัวลำภู,อำเภอนาวัง,วังปลาป้อม,39170
390605,หนองบัวลำภู,อำเภอนาวัง,เทพคีรี,39170
400101,ขอนแก่น,อำเภอเมืองขอนแก่น,ในเมือง,40000
400102,ขอนแก่น,อำเภอเมืองขอนแก่น,สำราญ,40000
400103,ขอนแก่น,อำเภอเมืองขอนแก่น,โคกสี,40000
400104,ขอนแก่น,อำเภอเมืองขอนแก่น,ท่าพระ,40260
400105,ขอนแก่น,อำเภอเมืองขอนแก่น,บ้านทุ่ม,40000
400106,ขอนแก่น,อำเภอเมืองขอนแก่น,เมืองเก่า,40000
400107,ขอนแก่น,อำเภอเมืองขอนแก่น,พระลับ,40000
400108,ขอนแก่น,อำเภอเมืองขอนแก่น,สาวะถี,40000
400109,ขอนแก่น,อำเภอเมืองขอนแก่น,บ้านหว้า,40000
400110,ขอนแก่น,อำเภอเมืองขอนแก่น,บ้านค้อ,40000
400111,ขอนแก่น,อำเภอเมืองขอนแก่น,แดงใหญ่,40000
400112,ขอนแก่น,อำเภอเมืองขอนแก่น,ดอนช้าง,40000
400113,ขอนแก่น,อำเภอเมืองขอนแก่น,ดอนหัน,40260
400114,ขอนแก่น,อำเภอเมืองขอนแก่น,ศิลา,40000
400115,ขอนแก่น,อำเภอเมืองขอนแก่น,บ้านเป็ด,40000
400116,ขอนแก่น,อำเภอเมืองขอนแก่น,หนองตูม,40000
400117,ขอนแก่น,อำเภอเมืองขอนแก่น,บึงเนียม,40000
400118,ขอนแก่น,อำเภอเมืองขอนแก่น,โนนท่อน,40000
400201,ขอนแก่น,อำเภอบ้านฝาง,หนองบัว,40270
400202,ขอนแก่น,อำเภอบ้านฝาง,ป่าหวายนั่ง,40270
400203,ขอนแก่น,อำเภอบ้านฝาง,โนนฆ้อง,40270
400204,ขอนแก่น,อำเภอบ้านฝาง,บ้านเหล่า,40270
400205,ขอนแก่น,อำเภอบ้านฝาง,ป่ามะนาว,40270
400206,ขอนแก่น,อำเภอบ้านฝาง,บ้านฝาง,40270
400207,ขอนแก่น,อำเภอบ้านฝาง,โคกงาม,40270
400301,ขอนแก่น,อำเภอพระยืน,พระยืน,40320
400302,ขอนแก่น,อำเภอพระยืน,พระบุ,40320
400303,ขอนแก่น,อำเภอพระยืน,บ้านโต้น,40320
400304,ขอนแก่น,อำเภอพระยืน,หนองแวง,40320
400305,ขอนแก่น,อำเภอพระยืน,ขามป้อม,40320
400401,ขอนแก่น,อำเภอหนองเรือ,หนองเรือ,40210
400402,ขอนแก่น,อำเภอหนองเรือ,บ้านเม็ง,40210
400403,ขอนแก่น,อำเภอหนองเรือ,บ้านกง,40240
400404,ขอนแก่น,อำเภอหนองเรือ,ยางคำ,40240
400405,ขอนแก่น,อำเภอหนองเรือ,จระเข้,40240
400406,ขอนแก่น,อำเภอหนองเรือ,โนนทอง,40210
400407,ขอนแก่น,อำเภอหนองเรือ,กุดกว้าง,40210
400408,ขอนแก่น,อำเภอหนองเรือ,โนนทัน,40210
400409,ขอนแก่น,อำเภอหนองเรือ,โนนสะอาด,40210
400410,ขอนแก่น,อำเภอหนองเรือ,บ้านผือ,40240
400501,ขอนแก่น,อำเภอชุมแพ,ชุมแพ,40130
400502,ขอนแก่น,อำเภอชุมแพ,โนนหัน,40290
400503,ขอนแก่น,อำเภอชุมแพ,นาหนองทุ่ม,40290
400504,ขอนแก่น,อำเภอชุมแพ,โนนอุดม,40130
400505,ขอนแก่น,อำเภอชุมแพ,ขัวเรียง,40130
400506,ขอนแก่น,อำเภอชุมแพ,หนองไผ่,40130
400507,ขอนแก่น,อำเภอชุมแพ,ไชยสอ,40130
400508,ขอนแก่น,อำเภอชุมแพ,วังหินลาด,40130
400509,ขอนแก่น,อำเภอชุมแพ,นาเพียง,40130
400510,ขอนแก่น,อำเภอชุมแพ,หนองเขียด,40290
400511,ขอนแก่น,อำเภอชุมแพ,หนองเสาเล้า,40130
400512,ขอนแก่น,อำเภอชุมแพ,โนนสะอาด,40290
400601,ขอนแก่น,อำเภอสีชมพู,สีชมพู,40220
400602,ขอนแก่น,อำเภอสีชมพู,ศรีสุข,40220
400603,ขอนแก่น,อำเภอสีชมพู,นาจาน,40220
400604,ขอนแก่น,อำเภอสีชมพู,วังเพิ่ม,40220
400605,ขอนแก่น,อำเภอสีชมพู,ซำยาง,40220
400606,ขอนแก่น,อำเภอสีชมพู,หนองแดง,40220
400607,ขอนแก่น,อำเภอสีชมพู,ดงลาน,40220
400608,ขอนแก่น,อำเภอสีชมพู,บริบูรณ์,40220
400609,ขอนแก่น,อำเภอสีชมพู,บ้านใหม่,40220
400610,ขอนแก่น,อำเภอสีชมพู,ภูห่าน,40220
400701,ขอนแก่น,อำเภอน้ำพอง,น้ำพอง,40140
400702,ขอนแก่น,อำเภอน้ำพอง,วังชัย,40140
400703,ขอนแก่น,อำเภอน้ำพอง,หนองกุง,40140
400704,ขอนแก่น,อำเภอน้ำพอง,บัวใหญ่,40140
400705,ขอนแก่น,อำเภอน้ำพอง,สะอาด,40310
400706,ขอนแก่น,อำเภอน้ำพอง,ม่วงหวาน,40310
400707,ขอนแก่น,อำเภอน้ำพอง,บ้านขาม,40140
400708,ขอนแก่น,อำเภอน้ำพอง,บัวเงิน,40140
400709,ขอนแก่น,อำเภอน้ำพอง,ทรายมูล,40140
400710,ขอนแก่น,อำเภอน้ำพอง,ท่ากระเสริม,40140
400711,ขอนแก่น,อำเภอน้ำพอง,พังทุย,40140
400712,ขอนแก่น,อำเภอน้ำพอง,กุดน้ำใส,40310
400801,ขอนแก่น,อำเภออุบลรัตน์,โคกสูง,40250
400802,ขอนแก่น,อำเภออุบลรัตน์,บ้านดง,40250
400803,ขอนแก่น,อำเภออุบลรัตน์,เขื่อนอุบลรัตน์,40250
400804,ขอนแก่น,อำเภออุบลรัตน์,นาคำ,40250
400805,ขอนแก่น,อำเภออุบลรัตน์,ศรีสุขสำราญ,40250
400806,ขอนแก่น,อำเภออุบลรัตน์,ทุ่งโป่ง,40250
400901,ขอนแก่น,อำเภอกระนวน,หนองโก,40170
400902,ขอนแก่น,อำเภอกระนวน,หนองกุงใหญ่,40170
400905,ขอนแก่น,อำเภอกระนวน,ห้วยโจด,40170
400906,ขอนแก่น,อำเภอกระนวน,ห้วยยาง,40170
400907,ขอนแก่น,อำเภอกระนวน,บ้านฝาง,40170
400909,ขอนแก่น,อำเภอกระนวน,ดูนสาด,40170
400910,ขอนแก่น,อำเภอกระนวน,หนองโน,40170
400911,ขอนแก่น,อำเภอกระนวน,น้ำอ้อม,40170
400912,ขอนแก่น,อำเภอกระนวน,หัวนาคำ,40170
401001,ขอนแก่น,อำเภอบ้านไผ่,บ้านไผ่,40110
401002,ขอนแก่น,อำเภอบ้านไผ่,ในเมือง,40110
401005,ขอนแก่น,อำเภอบ้านไผ่,เมืองเพีย,40110
401009,ขอนแก่น,อำเภอบ้านไผ่,บ้านลาน,40110
401010,ขอนแก่น,อำเภอบ้านไผ่,แคนเหนือ,40110
401011,ขอนแก่น,อำเภอบ้านไผ่,ภูเหล็ก,40110
401013,ขอนแก่น,อำเภอบ้านไผ่,ป่าปอ,40110
401014,ขอนแก่น,อำเภอบ้านไผ่,หินตั้ง,40110
401016,ขอนแก่น,อำเภอบ้านไผ่,หนองน้ำใส,40110
401017,ขอนแก่น,อำเภอบ้านไผ่,หัวหนอง,40110
401101,ขอนแก่น,อำเภอเปือยน้อย,เปือยน้อย,40340
401102,ขอนแก่น,อำเภอเปือยน้อย,วังม่วง,40340
401103,ขอนแก่น,อำเภอเปือยน้อย,ขามป้อม,40340
401104,ขอนแก่น,อำเภอเปือยน้อย,สระแก้ว,40340
401201,ขอนแก่น,อำเภอพล,เมืองพล,40120
401203,ขอนแก่น,อำเภอพล,โจดหนองแก,40120
401204,ขอนแก่น,อำเภอพล,เก่างิ้ว,40120
401205,ขอนแก่น,อำเภอพล,หนองมะเขือ,40120
401206,ขอนแก่น,อำเภอพล,หนองแวงโสกพระ,40120
401207,ขอนแก่น,อำเภอพล,เพ็กใหญ่,40120
401208,ขอนแก่น,อำเภอพล,โคกสง่า,40120
401209,ขอนแก่น,อำเภอพล,หนองแวงนางเบ้า,40120
401210,ขอนแก่น,อำเภอพล,ลอมคอม,40120
401211,ขอนแก่น,อำเภอพล,โนนข่า,40120
401212,ขอนแก่น,อำเภอพล,โสกนกเต็น,40120
401213,ขอนแก่น,อำเภอพล,หัวทุ่ง,40120
401301,ขอนแก่น,อำเภอแวงใหญ่,คอนฉิม,40330
401302,ขอนแก่น,อำเภอแวงใหญ่,ใหม่นาเพียง,40330
401303,ขอนแก่น,อำเภอแวงใหญ่,โนนทอง,40330
401304,ขอนแก่น,อำเภอแวงใหญ่,แวงใหญ่,40330
401305,ขอนแก่น,อำเภอแวงใหญ่,โนนสะอาด,40330
401401,ขอนแก่น,อำเภอแวงน้อย,แวงน้อย,40230
401402,ขอนแก่น,อำเภอแวงน้อย,ก้านเหลือง,40230
401403,ขอนแก่น,อำเภอแวงน้อย,ท่านางแนว,40230
401404,ขอนแก่น,อำเภอแวงน้อย,ละหานนา,40230
401405,ขอนแก่น,อำเภอแวงน้อย,ท่าวัด,40230
401406,ขอนแก่น,อำเภอแวงน้อย,ทางขวาง,40230
401501,ขอนแก่น,อำเภอหนองสองห้อง,หนองสองห้อง,40190
401502,ขอนแก่น,อำเภอหนองสองห้อง,คึมชาด,40190
401503,ขอนแก่น,อำเภอหนองสองห้อง,โนนธาตุ,40190
401504,ขอนแก่น,อำเภอหนองสองห้อง,ตะกั่วป่า,40190
401505,ขอนแก่น,อำเภอหนองสองห้อง,สำโรง,40190
401506,ขอนแก่น,อำเภอหนองสองห้อง,หนองเม็ก,40190
401507,ขอนแก่น,อำเภอหนองสองห้อง,ดอนดู่,40190
401508,ขอนแก่น,อำเภอหนองสองห้อง,ดงเค็ง,40190
401509,ขอนแก่น,อำเภอหนองสองห้อง,หันโจด,40190
401510,ขอนแก่น,อำเภอหนองสองห้อง,ดอนดั่ง,40190
401511,ขอนแก่น,อำเภอหนองสองห้อง,วังหิน,40190
401512,ขอนแก่น,อำเภอหนองสองห้อง,หนองไผ่ล้อม,40190
401601,ขอนแก่น,อำเภอภูเวียง,บ้านเรือ,40150
401604,ขอนแก่น,อำเภอภูเวียง,หว้าทอง,40150
401605,ขอนแก่น,อำเภอภูเวียง,กุดขอนแก่น,40150
401606,ขอนแก่น,อำเภอภูเวียง,นาชุมแสง,40150
401607,ขอนแก่น,อำเภอภูเวียง,นาหว้า,40150
401610,ขอนแก่น,อำเภอภูเวียง,หนองกุงธนสาร,40150
401612,ขอนแก่น,อำเภอภูเวียง,หนองกุงเซิน,40150
401613,ขอนแก่น,อำเภอภูเวียง,สงเปือย,40150
401614,ขอนแก่น,อำเภอภูเวียง,ทุ่งชมพู,40150
401616,ขอนแก่น,อำเภอภูเวียง,ดินดำ,40150
401617,ขอนแก่น,อำเภอภูเวียง,ภูเวียง,40150
401701,ขอนแก่น,อำเภอมัญจาคีรี,กุดเค้า,40160
401702,ขอนแก่น,อำเภอมัญจาคีรี,สวนหม่อน,40160
401703,ขอนแก่น,อำเภอมัญจาคีรี,หนองแปน,40160
401704,ขอนแก่น,อำเภอมัญจาคีรี,โพนเพ็ก,40160
401705,ขอนแก่น,อำเภอมัญจาคีรี,คำแคน,40160
401706,ขอนแก่น,อำเภอมัญจาคีรี,นาข่า,40160
401707,ขอนแก่น,อำเภอมัญจาคีรี,นางาม,40160
401710,ขอนแก่น,อำเภอมัญจาคีรี,ท่าศาลา,40160
401801,ขอนแก่น,อำเภอชนบท,ชนบท,40180
401802,ขอนแก่น,อำเภอชนบท,กุดเพียขอม,40180
401803,ขอนแก่น,อำเภอชนบท,วังแสง,40180
401804,ขอนแก่น,อำเภอชนบท,ห้วยแก,40180
401805,ขอนแก่น,อำเภอชนบท,บ้านแท่น,40180
401806,ขอนแก่น,อำเภอชนบท,ศรีบุญเรือง,40180
401807,ขอนแก่น,อำเภอชนบท,โนนพะยอม,40180
401808,ขอนแก่น,อำเภอชนบท,ปอแดง,40180
401901,ขอนแก่น,อำเภอเขาสวนกวาง,เขาสวนกวาง,40280
401902,ขอนแก่น,อำเภอเขาสวนกวาง,ดงเมืองแอม,40280
401903,ขอนแก่น,อำเภอเขาสวนกวาง,นางิ้ว,40280
401904,ขอนแก่น,อำเภอเขาสวนกวาง,โนนสมบูรณ์,40280
401905,ขอนแก่น,อำเภอเขาสวนกวาง,คำม่วง,40280
402001,ขอนแก่น,อำเภอภูผาม่าน,โนนคอม,40350
402002,ขอนแก่น,อำเภอภูผาม่าน,นาฝาย,40350
402003,ขอนแก่น,อำเภอภูผาม่าน,ภูผาม่าน,40350
402004,ขอนแก่น,อำเภอภูผาม่าน,วังสวาบ,40350
402005,ขอนแก่น,อำเภอภูผาม่าน,ห้วยม่วง,40350
402101,ขอนแก่น,อำเภอซำสูง,กระนวน,40170
402102,ขอนแก่น,อำเภอซำสูง,คำแมด,40170
402103,ขอนแก่น,อำเภอซำสูง,บ้านโนน,40170
402104,ขอนแก่น,อำเภอซำสูง,คูคำ,40170
402105,ขอนแก่น,อำเภอซำสูง,ห้วยเตย,40170
402201,ขอนแก่น,อำเภอโคกโพธิ์ไชย,บ้านโคก,40160
402202,ขอนแก่น,อำเภอโคกโพธิ์ไชย,โพธิ์ไชย,40160
402203,ขอนแก่น,อำเภอโคกโพธิ์ไชย,ซับสมบูรณ์,40160
402204,ขอนแก่น,อำเภอโคกโพธิ์ไชย,นาแพง,40160
402301,ขอนแก่น,อำเภอหนองนาคำ,กุดธาตุ,40150
402302,ขอนแก่น,อำเภอหนองนาคำ,บ้านโคก,40150
402303,ขอนแก่น,อำเภอหนองนาคำ,ขนวน,40150
402401,ขอนแก่น,อำเภอบ้านแฮด,บ้านแฮด,40110
402402,ขอนแก่น,อำเภอบ้านแฮด,โคกสำราญ,40110
402403,ขอนแก่น,อำเภอบ้านแฮด,โนนสมบูรณ์,40110
402404,ขอนแก่น,อำเภอบ้านแฮด,หนองแซง,40110
402501,ขอนแก่น,อำเภอโนนศิลา,โนนศิลา,40110
402502,ขอนแก่น,อำเภอโนนศิลา,หนองปลาหมอ,40110
402503,ขอนแก่น,อำเภอโนนศิลา,บ้านหัน,40110
402504,ขอนแก่น,อำเภอโนนศิลา,เปือยใหญ่,40110
402505,ขอนแก่น,อำเภอโนนศิลา,โนนแดง,40110
402901,ขอนแก่น,อำเภอเวียงเก่า,ในเมือง,40150
402902,ขอนแก่น,อำเภอเวียงเก่า,เมืองเก่าพัฒนา,40150
402903,ขอนแก่น,อำเภอเวียงเก่า,เขาน้อย,40150
410101,อุดรธานี,อำเภอเมืองอุดรธานี,หมากแข้ง,41000
410102,อุดรธานี,อำเภอเมืองอุดรธานี,นิคมสงเคราะห์,41000
410103,อุดรธานี,อำเภอเมืองอุดรธานี,บ้านขาว,41000
410104,อุดรธานี,อำเภอเมืองอุดรธานี,หนองบัว,41000
410105,อุดรธานี,อำเภอเมืองอุดรธานี,บ้านตาด,41000
410106,อุดรธานี,อำเภอเมืองอุดรธานี,โนนสูง,41330
410107,อุดรธานี,อำเภอเมืองอุดรธานี,หมูม่น,41000
410108,อุดรธานี,อำเภอเมืองอุดรธานี,เชียงยืน,41000
410109,อุดรธานี,อำเภอเมืองอุดรธานี,หนองนาคำ,41000
410110,อุดรธานี,อำเภอเมืองอุดรธานี,กุดสระ,41000
410111,อุดรธานี,อำเภอเมืองอุดรธานี,นาดี,41000
410112,อุดรธานี,อำเภอเมืองอุดรธานี,บ้านเลื่อม,41000
410113,อุดรธานี,อำเภอเมืองอุดรธานี,เชียงพิณ,41000
410114,อุดรธานี,อำเภอเมืองอุดรธานี,สามพร้าว,41000
410115,อุดรธานี,อำเภอเมืองอุดรธานี,หนองไฮ,41000
410116,อุดรธานี,อำเภอเมืองอุดรธานี,นาข่า,41000
410117,อุดรธานี,อำเภอเมืองอุดรธานี,บ้านจั่น,41000
410118,อุดรธานี,อำเภอเมืองอุดรธานี,หนองขอนกว้าง,41000
410119,อุดรธานี,อำเภอเมืองอุดรธานี,โคกสะอาด,41000
410120,อุดรธานี,อำเภอเมืองอุดรธานี,นากว้าง,41000
410121,อุดรธานี,อำเภอเมืองอุดรธานี,หนองไผ่,41330
410201,อุดรธานี,อำเภอกุดจับ,กุดจับ,41250
410202,อุดรธานี,อำเภอกุดจับ,ปะโค,41250
410203,อุดรธานี,อำเภอกุดจับ,ขอนยูง,41250
410204,อุดรธานี,อำเภอกุดจับ,เชียงเพ็ง,41250
410205,อุดรธานี,อำเภอกุดจับ,สร้างก่อ,41250
410206,อุดรธานี,อำเภอกุดจับ,เมืองเพีย,41250
410207,อุดรธานี,อำเภอกุดจับ,ตาลเลียน,41250
410301,อุดรธานี,อำเภอหนองวัวซอ,หมากหญ้า,41360
410302,อุดรธานี,อำเภอหนองวัวซอ,หนองอ้อ,41220
410303,อุดรธานี,อำเภอหนองวัวซอ,อูบมุง,41220
410304,อุดรธานี,อำเภอหนองวัวซอ,กุดหมากไฟ,41220
410305,อุดรธานี,อำเภอหนองวัวซอ,น้ำพ่น,41360
410306,อุดรธานี,อำเภอหนองวัวซอ,หนองบัวบาน,41360
410307,อุดรธานี,อำเภอหนองวัวซอ,โนนหวาย,41220
410308,อุดรธานี,อำเภอหนองวัวซอ,หนองวัวซอ,41360
410401,อุดรธานี,อำเภอกุมภวาปี,ตูมใต้,41110
410402,อุดรธานี,อำเภอกุมภวาปี,พันดอน,41370
410403,อุดรธานี,อำเภอกุมภวาปี,เวียงคำ,41110
410404,อุดรธานี,อำเภอกุมภวาปี,แชแล,41110
410406,อุดรธานี,อำเภอกุมภวาปี,เชียงแหว,41110
410407,อุดรธานี,อำเภอกุมภวาปี,ห้วยเกิ้ง,41110
410409,อุดรธานี,อำเภอกุมภวาปี,เสอเพลอ,41370
410410,อุดรธานี,อำเภอกุมภวาปี,สีออ,41110
410411,อุดรธานี,อำเภอกุมภวาปี,ปะโค,41370
410413,อุดรธานี,อำเภอกุมภวาปี,ผาสุก,41370
410414,อุดรธานี,อำเภอกุมภวาปี,ท่าลี่,41110
410415,อุดรธานี,อำเภอกุมภวาปี,กุมภวาปี,41110
410416,อุดรธานี,อำเภอกุมภวาปี,หนองหว้า,41110
410501,อุดรธานี,อำเภอโนนสะอาด,โนนสะอาด,41240
410502,อุดรธานี,อำเภอโนนสะอาด,บุ่งแก้ว,41240
410503,อุดรธานี,อำเภอโนนสะอาด,โพธิ์ศรีสำราญ,41240
410504,อุดรธานี,อำเภอโนนสะอาด,ทมนางาม,41240
410505,อุดรธานี,อำเภอโนนสะอาด,หนองกุงศรี,41240
410506,อุดรธานี,อำเภอโนนสะอาด,โคกกลาง,41240
410601,อุดรธานี,อำเภอหนองหาน,หนองหาน,41130
410602,อุดรธานี,อำเภอหนองหาน,หนองเม็ก,41130
410605,อุดรธานี,อำเภอหนองหาน,พังงู,41130
410606,อุดรธานี,อำเภอหนองหาน,สะแบง,41130
410607,อุดรธานี,อำเภอหนองหาน,สร้อยพร้าว,41130
410609,อุดรธานี,อำเภอหนองหาน,บ้านเชียง,41320
410610,อุดรธานี,อำเภอหนองหาน,บ้านยา,41320
410611,อุดรธานี,อำเภอหนองหาน,โพนงาม,41130
410612,อุดรธานี,อำเภอหนองหาน,ผักตบ,41130
410614,อุดรธานี,อำเภอหนองหาน,หนองไผ่,41130
410617,อุดรธานี,อำเภอหนองหาน,ดอนหายโศก,41130
410618,อุดรธานี,อำเภอหนองหาน,หนองสระปลา,41320
410701,อุดรธานี,อำเภอทุ่งฝน,ทุ่งฝน,41310
410702,อุดรธานี,อำเภอทุ่งฝน,ทุ่งใหญ่,41310
410703,อุดรธานี,อำเภอทุ่งฝน,นาชุมแสง,41310
410704,อุดรธานี,อำเภอทุ่งฝน,นาทม,41310
410801,อุดรธานี,อำเภอไชยวาน,ไชยวาน,41290
410802,อุดรธานี,อำเภอไชยวาน,หนองหลัก,41290
410803,อุดรธานี,อำเภอไชยวาน,คำเลาะ,41290
410804,อุดรธานี,อำเภอไชยวาน,โพนสูง,41290
410901,อุดรธานี,อำเภอศรีธาตุ,ศรีธาตุ,41230
410902,อุดรธานี,อำเภอศรีธาตุ,จำปี,41230
410903,อุดรธานี,อำเภอศรีธาตุ,บ้านโปร่ง,41230
410904,อุดรธานี,อำเภอศรีธาตุ,หัวนาคำ,41230
410905,อุดรธานี,อำเภอศรีธาตุ,หนองนกเขียน,41230
410906,อุดรธานี,อำเภอศรีธาตุ,นายูง,41230
410907,อุดรธานี,อำเภอศรีธาตุ,ตาดทอง,41230
411001,อุดรธานี,อำเภอวังสามหมอ,หนองกุงทับม้า,41280
411002,อุดรธานี,อำเภอวังสามหมอ,หนองหญ้าไซ,41280
411003,อุดรธานี,อำเภอวังสามหมอ,บะยาว,41280
411004,อุดรธานี,อำเภอวังสามหมอ,ผาสุก,41280
411005,อุดรธานี,อำเภอวังสามหมอ,คำโคกสูง,41280
411006,อุดรธานี,อำเภอวังสามหมอ,วังสามหมอ,41280
411101,อุดรธานี,อำเภอบ้านดุง,ศรีสุทโธ,41190
411102,อุดรธานี,อำเภอบ้านดุง,บ้านดุง,41190
411103,อุดรธานี,อำเภอบ้านดุง,ดงเย็น,41190
411104,อุดรธานี,อำเภอบ้านดุง,โพนสูง,41190
411105,อุดรธานี,อำเภอบ้านดุง,อ้อมกอ,41190
411106,อุดรธานี,อำเภอบ้านดุง,บ้านจันทน์,41190
411107,อุดรธานี,อำเภอบ้านดุง,บ้านชัย,41190
411108,อุดรธานี,อำเภอบ้านดุง,นาไหม,41190
411109,อุดรธานี,อำเภอบ้านดุง,ถ่อนนาลับ,41190
411110,อุดรธานี,อำเภอบ้านดุง,วังทอง,41190
411111,อุดรธานี,อำเภอบ้านดุง,บ้านม่วง,41190
411112,อุดรธานี,อำเภอบ้านดุง,บ้านตาด,41190
411113,อุดรธานี,อำเภอบ้านดุง,นาคำ,41190
411701,อุดรธานี,อำเภอบ้านผือ,บ้านผือ,41160
411702,อุดรธานี,อำเภอบ้านผือ,หายโศก,41160
411703,อุดรธานี,อำเภอบ้านผือ,เขือน้ำ,41160
411704,อุดรธานี,อำเภอบ้านผือ,คำบง,41160
411705,อุดรธานี,อำเภอบ้านผือ,โนนทอง,41160
411706,อุดรธานี,อำเภอบ้านผือ,ข้าวสาร,41160
411707,อุดรธานี,อำเภอบ้านผือ,จำปาโมง,41160
411708,อุดรธานี,อำเภอบ้านผือ,กลางใหญ่,41160
411709,อุดรธานี,อำเภอบ้านผือ,เมืองพาน,41160
411710,อุดรธานี,อำเภอบ้านผือ,คำด้วง,41160
411711,อุดรธานี,อำเภอบ้านผือ,หนองหัวคู,41160
411712,อุดรธานี,อำเภอบ้านผือ,บ้านค้อ,41160
411713,อุดรธานี,อำเภอบ้านผือ,หนองแวง,41160
411801,อุดรธานี,อำเภอน้ำโสม,นางัว,41210
411802,อุดรธานี,อำเภอน้ำโสม,น้ำโสม,41210
411805,อุดรธานี,อำเภอน้ำโสม,หนองแวง,41210
411806,อุดรธานี,อำเภอน้ำโสม,บ้านหยวก,41210
411807,อุดรธานี,อำเภอน้ำโสม,โสมเยี่ยม,41210
411810,อุดรธานี,อำเภอน้ำโสม,ศรีสำราญ,41210
411812,อุดรธานี,อำเภอน้ำโสม,สามัคคี,41210
411901,อุดรธานี,อำเภอเพ็ญ,เพ็ญ,41150
411902,อุดรธานี,อำเภอเพ็ญ,บ้านธาตุ,41150
411903,อุดรธานี,อำเภอเพ็ญ,นาพู่,41150
411904,อุดรธานี,อำเภอเพ็ญ,เชียงหวาง,41150
411905,อุดรธานี,อำเภอเพ็ญ,สุมเส้า,41150
411906,อุดรธานี,อำเภอเพ็ญ,นาบัว,41150
411907,อุดรธานี,อำเภอเพ็ญ,บ้านเหล่า,41150
411908,อุดรธานี,อำเภอเพ็ญ,จอมศรี,41150
411909,อุดรธานี,อำเภอเพ็ญ,เตาไห,41150
411910,อุดรธานี,อำเภอเพ็ญ,โคกกลาง,41150
411911,อุดรธานี,อำเภอเพ็ญ,สร้างแป้น,41150
412001,อุดรธานี,อำเภอสร้างคอม,สร้างคอม,41260
412002,อุดรธานี,อำเภอสร้างคอม,เชียงดา,41260
412003,อุดรธานี,อำเภอสร้างคอม,บ้านยวด,41260
