id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,inventory_line_id/product_uom,inventory_line_id/product_qty
,,คลังสำเร็จรูปชั้น 2,product_P-PC-A4-70G-500S,ห่อ,1110
,,คลังสำเร็จรูปชั้น 2,product_P-PC-A4-80G-300S,ห่อ,161
,,คลังสำเร็จรูปชั้น 2,product_P-PC-A4-80G-400S,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PC-A4-80G-500S-IDEAWORK,ห่อ,240
,,คลังสำเร็จรูปชั้น 2,product_P-PC-A4-80G-500S-PPC,ห่อ,775
,,คลังสำเร็จรูปชั้น 2,product_P-PC-A4-80G-500S,ห่อ,265
,,คลังสำเร็จรูปชั้น 2,product_P-PC-F4-70G-300S,ห่อ,907
,,คลังสำเร็จรูปชั้น 2,product_P-PC-F4-70G-500S,ห่อ,182
,,คลังสำเร็จรูปชั้น 2,product_P-PC-F4-80G-300S,ห่อ,332
,,คลังสำเร็จรูปชั้น 2,product_P-PC-F4-80G-500S,ห่อ,58
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-001,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-026,ห่อ,291
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-027,ห่อ,93
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-028,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-029,ห่อ,306
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-030,ห่อ,320
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-031,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-032,ห่อ,134
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-017,ห่อ,373
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-002,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-018,ห่อ,303
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-003,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-019,ห่อ,114
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-004,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-020,ห่อ,329
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-005,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-021,ห่อ,373
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-006,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-022,ห่อ,59
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-007,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-023,ห่อ,205
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-SR-008,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-024,ห่อ,307
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-025,ห่อ,700
