id,product_id/id,warehouse_id,location_id,product_min_qty,product_max_qty,product_uom
stock_reorder_26oct_212,product_N-MIS-PEON18100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_213,product_N-MIS-DW1830,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,4000,12000,เล่ม
stock_reorder_26oct_214,product_N-MIS-PEON1850,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_215,__export__.product_product_6942,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_216,product_N-MIS-TAA440,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_217,product_N-MIS-GLA440,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_218,product_N-MIS-TANO1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5,15,เล่ม
stock_reorder_26oct_219,product_N-MIS-TANO2,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5,15,เล่ม
stock_reorder_26oct_220,product_N-MIS-MV810100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_221,product_N-MIS-GB01,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_222,product_N-MIS-CTB02,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_223,product_N-MIS-CTM01,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_224,product_N-MIS-NO333,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,20000,60000,เล่ม
stock_reorder_26oct_225,product_N-MIS-NO940,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_226,product_124950,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_227,product_N-MIS-UNI980,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_228,product_N-HVC-55G4100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,100,300,เล่ม
stock_reorder_26oct_229,product_N-HVC-55G5100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,500,1500,เล่ม
stock_reorder_26oct_230,product_482482,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_231,product_N-HVT-100G4100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,400,1200,เล่ม
stock_reorder_26oct_232,product_N-HVT-100G4150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,120,360,เล่ม
stock_reorder_26oct_233,product_N-HVT-100G4200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,200,600,เล่ม
stock_reorder_26oct_234,product_N-HVT-100G5100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,700,2100,เล่ม
stock_reorder_26oct_235,product_N-HVT-100G5150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,200,600,เล่ม
stock_reorder_26oct_236,product_N-HVT-100G5200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,200,600,เล่ม
stock_reorder_26oct_237,product_N-HVT-100G550,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,400,1200,เล่ม
stock_reorder_26oct_238,product_N-HVT-100G8100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,100,300,เล่ม
stock_reorder_26oct_239,product_N-HVT-70G5150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,500,1500,เล่ม
stock_reorder_26oct_240,product_N-HVT-70G5200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,800,2400,เล่ม
stock_reorder_26oct_241,product_N-HVT-70G8100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_242,product_N-HVT-80G4100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_243,product_140001,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1300,3900,เล่ม
stock_reorder_26oct_244,product_N-HVT-80G4150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,400,1200,เล่ม
stock_reorder_26oct_245,product_N-HVT-80G4200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,400,1200,เล่ม
stock_reorder_26oct_246,product_N-HV-201006,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_247,product_444059,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_248,product_N-HV-121006,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2500,7500,เล่ม
stock_reorder_26oct_249,product_444058,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_250,product_N-BV-2706,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_251,product_N-BV-2706-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_252,product_N-HV-91006,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_253,product_N-HV-51007,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_254,product_N-HV-51007-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2500,7500,เล่ม
stock_reorder_26oct_255,product_26000,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_256,product_N-HV-91007,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,100,300,เล่ม
stock_reorder_26oct_257,product_N-HVDW-A51007,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2500,7500,เล่ม
stock_reorder_26oct_258,__export__.product_product_6722,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_259,product_444057,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_260,product_N-HVS-100G18100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_261,product_N-HVS-100G5100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,800,2400,เล่ม
stock_reorder_26oct_262,product_N-HVS-100G5150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,50,150,เล่ม
stock_reorder_26oct_263,product_N-HVS-100G5200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,50,150,เล่ม
stock_reorder_26oct_264,product_N-HVS-100G8100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,700,2100,เล่ม
stock_reorder_26oct_265,product_N-HVS-100G8150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,50,150,เล่ม
stock_reorder_26oct_266,product_N-HVS-100G8200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,50,150,เล่ม
stock_reorder_26oct_267,product_N-HVS-100G9100,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1200,3600,เล่ม
stock_reorder_26oct_268,product_N-HVS-100G9150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,20,60,เล่ม
stock_reorder_26oct_269,product_N-HVS-100G9200,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,50,150,เล่ม
stock_reorder_26oct_270,product_N-BL-2260,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_271,product_N-BL-260C,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_272,product_N-BL-270PVC,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_273,product_N-BL-4260,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,100,300,เล่ม
stock_reorder_26oct_274,product_N-BL-452C,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,500,1500,เล่ม
stock_reorder_26oct_275,product_N-BL-480,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_276,product_N-BL-250C,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_277,product_N-PPT-9306,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_278,product_N-PPN-16607,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,7000,21000,เล่ม
stock_reorder_26oct_279,product_143720,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_280,product_N-PPT-32307,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_281,product_444029,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,10000,30000,เล่ม
stock_reorder_26oct_282,product_N-PPT-8307,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_283,product_N-PPT-8307-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_284,product_N-PPB-8607,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1500,4500,เล่ม
stock_reorder_26oct_285,product_N-PPW-8607,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_286,product_N-PPW-8607-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_287,product_N-PPW-A51007,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_288,product_2800541,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,500,1500,เล่ม
stock_reorder_26oct_289,product_N-PPW-A51007-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_290,product_N-PPB-A5607,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1500,4500,เล่ม
stock_reorder_26oct_291,product_N-PPBD-A5607,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1500,4500,เล่ม
stock_reorder_26oct_292,product_N-PPW-A6407,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_293,product_N-PPW-A6407-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_294,product_N-PPW-A7607,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,4000,12000,เล่ม
stock_reorder_26oct_295,product_N-PPW-A7607-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_296,product_2249447,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_297,product_1908008,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_298,product_N-PVC-A58080,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_299,product_N-PP-1660POOH,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,3000,9000,เล่ม
stock_reorder_26oct_300,product_N-PP-1660MICKEY,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1500,4500,เล่ม
stock_reorder_26oct_301,product_N-PP-860POOR,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_302,product_N-PP-860MICKEY,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_303,product_1908007,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_304,product_N-PPW-OF-8507-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_305,product_N-PPW-OF-A5807-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1000,3000,เล่ม
stock_reorder_26oct_306,product_N-PPW-OF-A6807-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,500,1500,เล่ม
stock_reorder_26oct_307,__export__.product_product_6949,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
stock_reorder_26oct_308,product_N-AF5,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,15000,45000,เล่ม
stock_reorder_26oct_309,product_N-AF10,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_310,product_N-FA6306,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,12000,36000,เล่ม
stock_reorder_26oct_311,product_N-FA7306,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,15000,45000,เล่ม
stock_reorder_26oct_312,product_N-830POOH,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_313,product_N-8MICKEY,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_314,product_N-AF5-1,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_315,product_N-918GP,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_316,product_N-918POOH,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,8000,24000,เล่ม
stock_reorder_26oct_317,product_N-NV2506CC,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,1500,4500,เล่ม
stock_reorder_26oct_318,product_N-AF10PB,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_319,product_N-NV-8307,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_320,product_N-PBF-8407,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_321,product_N-NV-9407,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_322,product_N-DWF8407,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_323,product_N-PN-G940,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,10000,30000,เล่ม
stock_reorder_26oct_324,product_N-PN-G980,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,8000,24000,เล่ม
stock_reorder_26oct_325,product_N-PN-5L940,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,15000,45000,เล่ม
stock_reorder_26oct_326,product_N-PN-5L980,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,10000,30000,เล่ม
stock_reorder_26oct_327,product_N-PN-HW930,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_328,product_N-PN-S940,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,50000,150000,เล่ม
stock_reorder_26oct_329,product_N-PN-H940,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,20000,60000,เล่ม
stock_reorder_26oct_330,product_N-PN-S980,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,20000,60000,เล่ม
stock_reorder_26oct_331,product_N-PN-H980,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,10000,30000,เล่ม
stock_reorder_26oct_332,product_N-D410,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,10000,30000,เล่ม
stock_reorder_26oct_333,product_N-D810,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,15000,45000,เล่ม
stock_reorder_26oct_334,product_950950,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,15000,45000,เล่ม
stock_reorder_26oct_335,product_N-DV-410150,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,5000,15000,เล่ม
stock_reorder_26oct_336,product_N-D-614,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,2000,6000,เล่ม
stock_reorder_26oct_337,product_N-D-640,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,300,900,เล่ม
